xa2,xb2,y,Aug,Dec,Apr,Nov,Sep,May,Mar,Jul,Jun,Jan,Feb,Oct,Sat,Tue,Wed,Mon,Thu,Fri,Sun
0.02819419,-0.9194883,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.02819419,-1.171385,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.02819419,-1.019334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.02819419,-1.006757,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.02819419,-1.006142,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.02819419,-0.9754789,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.02819419,-0.7786036,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.02819419,-0.6971112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.02819419,-0.4614231,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.02819419,-0.7652608,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.02819419,-0.2040912,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.02819419,-0.4698948,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.02819419,-0.3444689,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.02819419,-0.3283202,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.02819419,-0.8422737,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.02819419,-0.7335027,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.02819419,-0.01812585,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.02819419,-0.08245833,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.02819419,-0.628884,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02819419,-0.8885924,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.02819419,-1.098776,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.02819419,-0.7876682,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.02819419,-0.8232921,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.02819419,-0.9956725,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.02819419,-0.8337915,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.02819419,0.2154062,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.02819419,-0.486221,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.02819419,-0.7804591,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.02819419,-0.868574,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.02819419,-0.9928314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02819419,-1.012567,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.02819419,-0.8970785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.02819419,-0.7985062,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.02819419,-0.8584649,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.02819419,-0.5779344,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.02819419,-0.6831195,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.02819419,-0.3293068,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.02819419,-0.187793,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.02819419,-0.5337583,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.02819419,-0.4617352,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.02819419,-0.02264198,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.02819419,0.2042845,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.02819419,-0.5530424,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.02819419,-1.005369,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.02819419,-0.01231148,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.02819419,-0.07823698,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.02819419,0.7032424,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.02819419,-0.05759045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02819419,-0.3042165,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.02819419,0.1503014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02819419,-0.3829069,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.02819419,-0.5571306,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.02819419,-0.02594718,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.02819419,-0.448706,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.02819419,0.1751659,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.02819419,-0.4240296,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.02819419,-0.5977401,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.02819419,-0.4564747,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.02819419,-0.696924,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.02819419,-0.6084695,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02819419,-0.8505177,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.02819419,-1.017686,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.02819419,-1.021618,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.02819419,-1.005754,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.02819419,-0.3548964,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.02819419,-0.5111227,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.02819419,-0.8539116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.02819419,-0.9416145,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.02819419,-0.7982346,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.02819419,-0.6802625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.02819419,-0.7238785,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.02819419,-0.7060537,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.02819419,-0.7678737,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.02819419,-0.4400032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.02819419,-0.5219438,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.02819419,-0.3049025,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.02819419,-0.2269116,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.02819419,0.09967359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02819419,0.6213824,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.02819419,0.5554525,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.02819419,0.3900406,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.02819419,0.0329839,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.02819419,-0.5388987,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02819419,-0.4955789,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.02819419,0.1759084,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.02819419,-0.04595351,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.02819419,-0.2163346,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.02819419,0.602972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.02819419,0.6529388,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.02819419,0.6408233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.02819419,0.9278831,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.02819419,0.3549744,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.02819419,0.1532428,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.02819419,0.1121013,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.02819419,-0.1536834,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.02819419,0.5494172,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.02819419,0.5724156,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.02819419,-0.08299047,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.02819419,-0.2298015,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.02819419,-0.735004,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.02819419,-0.9501088,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.02819419,-1.135999,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.02819419,-1.382255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.02819419,-0.6873206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.02819419,-0.0528799,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
