xa120,xb120,y,May,Apr,Aug,Nov,Jul,Jun,Feb,Jan,Mar,Dec,Sep,Oct,Tue,Wed,Sat,Fri,Thu,Sun,Mon
0.2237044,-0.05024061,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.2237044,-0.055533,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.07305602,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.1131001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.1441994,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.2237044,-0.184003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.1953224,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.2237044,-0.2334782,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.2707794,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.2935406,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.3372405,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.3737011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.2237044,-0.399348,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.423853,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.4259127,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.4326405,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.2237044,-0.416555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.4051581,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.4030407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.4234286,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.4468981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.4729396,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.4927063,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.5123411,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.2237044,-0.5193138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.5187817,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.2237044,-0.5032291,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.4987648,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.2237044,-0.4812768,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.2237044,-0.4611511,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.4482256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.4339899,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.2237044,-0.4172534,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.2237044,-0.402286,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.3868312,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.3655772,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.3346355,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.3181723,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.2850104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.2237044,-0.2594628,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.2237044,-0.226004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.2237044,-0.1976292,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.2237044,-0.1832686,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.2237044,-0.1351374,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.09598945,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.2237044,-0.06930952,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.08796868,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.1160889,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.2237044,-0.1287279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.1479819,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.1958132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.2494329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.286839,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.2237044,-0.3049261,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.3128639,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.2237044,-0.3302149,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.2237044,-0.3698988,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.3999201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.4150085,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.4231923,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.4656708,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.5106711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.5468169,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.5719713,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.6082654,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.6599928,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.2237044,-0.7352042,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.7847719,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.2237044,-0.8189978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.8521932,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.8915542,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.9177425,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.2237044,-0.9353207,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.2237044,-0.9367858,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.9511076,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2237044,-0.9747427,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.2237044,-0.9963986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-1.01357,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.2237044,-1.005615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-1.022621,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.2237044,-1.032412,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.2237044,-1.032684,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.2237044,-1.03321,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-1.030164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-1.037399,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-1.034254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-1.033927,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-1.024747,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-1.012323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2237044,-1.003772,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.9971087,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.9701784,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.952182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.9317171,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.2237044,-0.9327328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.9275038,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.919967,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.9081964,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.9075432,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.2237044,-0.9342838,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.9662442,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.9875735,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.9989977,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-1.015223,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-1.031957,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.2237044,-1.039114,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.2237044,-1.049863,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-1.045869,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2237044,-1.066794,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-1.087599,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.2237044,-1.111123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-1.123341,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-1.124918,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-1.123329,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.2237044,-1.136638,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.2237044,-1.136547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-1.163029,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-1.171023,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.2237044,-1.187336,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.2237044,-1.19899,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-1.196745,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.2237044,-1.203534,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.2237044,-1.194887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.2237044,-1.187861,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-1.181445,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-1.177955,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.2237044,-1.174854,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-1.16916,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.2237044,-1.166868,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-1.178224,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.2237044,-1.179374,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.2237044,-1.179713,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-1.162514,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.2237044,-1.160319,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-1.174565,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-1.163702,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.2237044,-1.150419,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-1.142501,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-1.139744,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-1.131988,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-1.121635,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.2237044,-1.112657,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-1.103989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-1.09897,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-1.085326,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-1.07274,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-1.05315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-1.035037,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-1.025498,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.2237044,-1.016365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.2237044,-1.001434,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.9812415,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.9728544,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.9820122,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.2237044,-0.979545,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.9498669,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.9306655,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.9253303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.2237044,-0.9325373,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.2237044,-0.9297075,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.2237044,-0.9074229,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.8931007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.2237044,-0.8839326,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.8531871,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.8191186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.8033808,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.7837054,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.7808514,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.768133,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.751415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.7113001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.2237044,-0.6948409,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.6743664,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.65476,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.2237044,-0.6415327,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.6298093,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2237044,-0.637366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.6332027,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.6306119,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.2237044,-0.618791,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.6277735,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.6410702,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.6270637,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.6048542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.5814523,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.5742609,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.2237044,-0.5630321,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.5563221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.5429275,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.2237044,-0.5270017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2237044,-0.5176106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.5118128,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.2237044,-0.5170559,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.2237044,-0.516217,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.5132649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.516074,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.5458572,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.5610857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.5635688,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.2237044,-0.5562532,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.2237044,-0.5639994,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.5467702,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.5160354,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.2237044,-0.4860645,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.2237044,-0.477485,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.4996092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.5150722,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.5142507,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.5156035,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.5136,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.2237044,-0.5274141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.5211587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.5341016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.2237044,-0.5199723,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.5103979,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.5176663,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.5004315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.4843587,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.2237044,-0.4462371,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.420594,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.4031882,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.3733806,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.2237044,-0.3583212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2237044,-0.3627796,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.394535,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.2237044,-0.4067299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.4208708,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.4232379,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.4407892,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.48759,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.5294794,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.555818,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.2237044,-0.5530405,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.5622825,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.5740765,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.5731564,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.5763031,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.2237044,-0.5804862,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2237044,-0.5979554,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.2237044,-0.6306484,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.6470657,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.629937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.637627,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.2237044,-0.6478403,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2237044,-0.6738208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.6886427,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2237044,-0.7059606,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.7090991,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.6970277,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.2237044,-0.6969394,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.6678813,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.6452137,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.2237044,-0.6381479,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.6547445,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.6692428,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.2237044,-0.6715267,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.6717995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.670437,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.6850723,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.684852,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.6743241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.6637226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.6630779,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.6811567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
