xa120,xb120,y,May,Apr,Aug,Nov,Jul,Jun,Feb,Jan,Mar,Dec,Sep,Oct,Tue,Wed,Sat,Fri,Thu,Sun,Mon
0.2237044,-0.5085524,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.5113905,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2237044,-0.5343656,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.543471,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.2237044,-0.540255,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.540634,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.5585552,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.2237044,-0.5703444,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.2237044,-0.5793363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2237044,-0.6018922,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.6111487,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.6274476,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.6658376,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.2237044,-0.6949107,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.7385304,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.7740517,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.7971237,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.2237044,-0.8082579,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.2237044,-0.8228951,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.2237044,-0.8226311,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.2237044,-0.8284242,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.8400027,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.8433606,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.2237044,-0.8395314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2237044,-0.8196927,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.8075539,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2237044,-0.7893814,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.2237044,-0.7938661,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.7844496,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.7822837,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.7809478,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.2237044,-0.7897244,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.2237044,-0.7952643,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.7794027,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.7643214,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.7676146,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.7804257,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.7933284,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.2237044,-0.792671,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.771818,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.7646026,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.7636758,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.2237044,-0.7569973,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.2237044,-0.7145229,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.7180431,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.2237044,-0.7256683,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.2237044,-0.7301166,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.7297193,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.7137419,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.718109,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.2237044,-0.697638,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.6906272,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.6801773,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2237044,-0.6566052,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.6468986,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.2237044,-0.6257601,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.2237044,-0.625274,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.2237044,-0.6036511,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.5722015,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.2237044,-0.5590159,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.5700189,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.5855634,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.2237044,-0.5523738,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2237044,-0.5138567,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.2237044,-0.51166,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.5141928,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.2237044,-0.4985586,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.4798016,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.4673534,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.2237044,-0.4620917,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.4590144,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.4542101,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.4415219,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.4599843,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.4597018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.4793009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.4905504,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.4906787,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.5091241,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.5196833,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2237044,-0.5314855,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.5340816,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.510097,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.2237044,-0.5172356,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.5099909,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.2237044,-0.5189059,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2237044,-0.4885017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.4606871,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.4534023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.4270468,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.4097401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.3981105,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.3775866,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.3689862,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2237044,-0.3352738,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.2237044,-0.3142384,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.2922613,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.2830275,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.2804377,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.2869412,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.2951496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.2845686,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.2668202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.2530258,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.2300537,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.2237044,-0.1843175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.1499559,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2237044,-0.1349615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.2237044,-0.1316591,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.1220174,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.1108101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.1113027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2237044,-0.1056657,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.09787309,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2237044,-0.09586705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.1157432,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.2237044,-0.1543582,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.2237044,-0.1886687,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2237044,-0.2107253,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2237044,-0.2283134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2237044,-0.2181942,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2237044,-0.1700022,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.2237044,-0.1227337,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2237044,-0.08160438,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
