xa60,xb60,y,Apr,Mar,Sep,Oct,Jun,May,Aug,Feb,Dec,Nov,Jul,Jan,Tue,Thu,Mon,Wed,Fri,Sat,Sun
0.2938282,-0.1502583,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.263337,-0.07210538,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3134011,0.009201655,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.3464283,0.05867717,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3581643,0.06667553,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.4246828,0.03410759,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.347474,-0.03339855,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2581352,-0.08123836,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.2388997,-0.1499558,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.1354877,-0.1752493,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1157648,-0.2352242,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.2295069,-0.2976003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2427277,-0.3268552,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2108631,-0.400723,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.03052991,-0.4568864,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-0.03895511,-0.498012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.024518,-0.5369435,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.102542,-0.5396613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.02630654,-0.5530184,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06332397,-0.5231079,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.05105229,-0.5034657,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.08860085,-0.49862,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.03290693,-0.5221174,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.02860826,-0.5564138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1513395,-0.5965827,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1869971,-0.6287917,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.1934474,-0.6601466,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.188752,-0.6679692,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.1137448,-0.6644716,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1856413,-0.6324609,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.1403778,-0.6231082,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.03982688,-0.5949894,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.06330461,-0.5545996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.003578065,-0.5231393,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.08984188,-0.491489,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1140643,-0.4501808,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2055678,-0.4130256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1966187,-0.3810677,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.177217,-0.3340701,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1735067,-0.283387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.168925,-0.2549284,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1770474,-0.2078986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1812254,-0.1651678,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1672915,-0.1048855,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.02384713,-0.04888285,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.04992388,-0.004054598,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.003112478,0.09292251,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.03565219,0.1795388,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.131428,0.2464821,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.09750756,0.2251394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1928045,0.1895042,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.2142672,0.1709522,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.2574354,0.1349557,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2708325,0.07073927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.3130785,-0.01342696,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2712436,-0.06902775,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.2378094,-0.09088163,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3424556,-0.1081488,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3916647,-0.1371058,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3680879,-0.2126336,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4386513,-0.2669953,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.4142492,-0.2832407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4278413,-0.2838419,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.4854078,-0.3352518,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.4528743,-0.3863845,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5347614,-0.4229614,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5887066,-0.4416201,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.658122,-0.489055,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.6460765,-0.5632334,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.6115624,-0.6803639,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.6149752,-0.7574161,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.4973225,-0.8108552,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.4243817,-0.8675796,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.2857594,-0.9345221,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.3490501,-0.9790934,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.2798373,-1.011219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2700718,-1.018228,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2676771,-1.037946,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2323545,-1.078559,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1642642,-1.116285,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.08648174,-1.145812,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.08403253,-1.135799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08539841,-1.152873,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.06552593,-1.168646,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.01495325,-1.166618,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.1209952,-1.16756,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-0.2123881,-1.16005,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-0.2777445,-1.170586,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.2459299,-1.163288,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.2037121,-1.158635,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.1725422,-1.143813,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.08900972,-1.125615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.05898721,-1.113995,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.05565971,-1.096424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.0181363,-1.050836,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.03176823,-1.028508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.02405136,-0.9902584,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.01099013,-0.9806779,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.01963819,-0.9679522,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.05147797,-0.9466748,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.06317347,-0.9245478,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.0887851,-0.9267386,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.04240492,-0.9682363,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.1296837,-1.012166,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.09019388,-1.041351,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.1499581,-1.052311,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.184553,-1.076251,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2059428,-1.086698,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1910798,-1.079978,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.2127559,-1.059015,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2174523,-1.034153,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.2205467,-1.048081,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2804195,-1.064756,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3123847,-1.085233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2829676,-1.094847,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3358856,-1.091546,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4174907,-1.096177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.3599545,-1.12063,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.3701259,-1.121877,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.3171797,-1.166821,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.3614447,-1.17622,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3274428,-1.206797,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2171435,-1.232124,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.2202516,-1.230943,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1923964,-1.238436,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1663673,-1.218945,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.148885,-1.201718,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1329898,-1.187579,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1304917,-1.182504,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1257428,-1.175911,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0694229,-1.166612,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.1265961,-1.16653,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.0378715,-1.186659,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.02125802,-1.20221,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.01864897,-1.209836,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.03022844,-1.192552,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.02463868,-1.194073,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
-0.0167388,-1.21808,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.005771962,-1.209038,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.02364923,-1.199891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.03413318,-1.190813,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.008899513,-1.190726,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.1237753,-1.179702,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1599951,-1.171251,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.1811945,-1.160742,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.1898069,-1.149263,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2121366,-1.153492,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.2372835,-1.144064,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.1907928,-1.133376,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.1647622,-1.104518,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1865718,-1.076586,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1361275,-1.056931,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.2411489,-1.04918,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.2359541,-1.030368,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.25122,-0.9999953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2400195,-0.9928662,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.192276,-1.003496,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.1949805,-0.9937195,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.1705097,-0.9433936,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.2124076,-0.9021469,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2590713,-0.8966836,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2681268,-0.8954332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2738477,-0.8887702,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.2330985,-0.8544123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.242436,-0.841534,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.2405564,-0.8392241,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.2738813,-0.8113226,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.2441472,-0.7720326,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.3134342,-0.7524285,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3381572,-0.7395037,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.3404645,-0.7406244,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.3824485,-0.7266713,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3039275,-0.7067803,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3090019,-0.6450623,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3241249,-0.609658,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2564501,-0.5786027,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2698259,-0.5509645,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2947663,-0.5244078,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.3497623,-0.5078059,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3524592,-0.5203849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3188984,-0.5256335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3152942,-0.5280833,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.2539562,-0.5130985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.2677526,-0.5294351,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2531348,-0.5545892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2446175,-0.5356099,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.2322866,-0.4969341,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2627244,-0.4618058,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.2459131,-0.4479909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1770887,-0.4267078,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1748301,-0.4096865,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.1151569,-0.3834312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.1755314,-0.3475569,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1745179,-0.3314847,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.1629791,-0.3369405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2713419,-0.3536515,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3377564,-0.3703119,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3778861,-0.3681995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2703572,-0.3785413,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.1426508,-0.4358666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.208381,-0.4672962,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.1985066,-0.476995,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1852142,-0.467975,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1084413,-0.4820359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1090501,-0.4612348,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1269467,-0.4125944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.1471019,-0.3692191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1666936,-0.361457,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.176502,-0.403478,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.2108354,-0.4293835,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.1590775,-0.4275811,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.1986732,-0.4296161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.1501721,-0.4216353,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1093263,-0.447894,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.1338323,-0.4364663,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.04704172,-0.4545338,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.04840002,-0.433222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0547158,-0.4221264,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.08893614,-0.4368854,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.143986,-0.4099741,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.08633172,-0.3837226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0366687,-0.3148732,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.09465771,-0.2674761,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1629369,-0.2460551,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.1831196,-0.2029923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1695049,-0.1762479,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2106925,-0.1817205,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.1257369,-0.2366538,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1125007,-0.2587466,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.1532429,-0.2878158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.1938815,-0.2991941,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.1652779,-0.3313388,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.2195266,-0.4118572,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.2350115,-0.4875906,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2353571,-0.5280531,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2280126,-0.5233082,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1947205,-0.5349453,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.1751266,-0.5512825,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2198058,-0.5456221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2865191,-0.5449072,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3473712,-0.5607647,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3866264,-0.5968936,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.4616565,-0.6491784,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5366163,-0.6684017,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.5155702,-0.6555832,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5517013,-0.6815358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3365954,-0.7116418,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3433928,-0.7559175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3897485,-0.7807828,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.30399,-0.8154527,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.3377308,-0.8199454,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.3116021,-0.8024304,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1585182,-0.8054508,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.1191697,-0.7463752,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.09029166,-0.7016747,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.1432809,-0.6811971,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.1131661,-0.710429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.07568207,-0.7362891,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.07692385,-0.737259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.134023,-0.7365464,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.0009340741,-0.7480908,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.005723924,-0.7709838,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.05714039,-0.7750211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-0.1257162,-0.7509976,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
