xa1,xb1,y,Oct,Nov,Jun,Sep,Aug,Jul,Apr,Jan,May,Dec,Mar,Feb,Tue,Thu,Sat,Sun,Mon,Fri,Wed
0.9961344,1.344279e+008,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.009993,1.341855e+008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9996248,1.828288e+008,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.9856245,1.681109e+008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.014347,2.215891e+008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9760652,7.41029e+007,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.997717,7.65549e+007,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9999087,5.67021e+007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1.003022,7.92939e+007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.004508,9.78442e+007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.000046,8.52695e+007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.997156,5.81145e+007,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.9983513,7.05022e+007,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.004924,1.225063e+008,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9981167,6.92248e+007,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9993114,7.17289e+007,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9948852,5.33992e+007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1.002013,6.13688e+007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9999543,7.5443e+007,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9985378,5.29893e+007,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.002244,7.51343e+007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.001881,5.32136e+007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9948423,4.98135e+007,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.002884,6.13135e+007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.9991311,7.25043e+007,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.004641,5.79411e+007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.997525,5.12517e+007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.000596,3.99065e+007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.9994042,7.18922e+007,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.008179,4.65855e+007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.001064,5.39936e+007,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.002923,9.22955e+007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9935927,7.33114e+007,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.999171,7.95194e+007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1.001615,6.50357e+007,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.001155,8.40839e+007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9989389,7.00805e+007,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.000462,5.58731e+007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9972841,6.27875e+007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1.004485,6.77773e+007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9962228,5.81595e+007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.004163,5.43457e+007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9989834,5.87259e+007,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.002687,1.071554e+008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9986582,9.12309e+007,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.005583,8.73241e+007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9998604,1.012756e+008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.007263,7.36339e+007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.003527,1.33971e+008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.01489,8.55938e+007,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.9993799,9.60215e+007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.005998,1.098037e+008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.9928068,1.060553e+008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1.0021,1.650219e+008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.013646,1.373286e+008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.017028,1.593824e+008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.018036,2.307758e+008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.9820901,3.334444e+008,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.9640909,1.027314e+008,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.013023,9.55605e+007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9983689,7.24617e+007,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.002839,8.27896e+007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.00644,1.170557e+008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9962759,1.495331e+008,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.002984,1.091245e+008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9986061,1.250593e+008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9980331,1.177512e+008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9922882,1.138292e+008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9905225,7.37869e+007,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9986345,6.61709e+007,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.00326,6.09748e+007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.001561,6.4887e+007,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.005088,1.017571e+008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.9970129,6.30447e+007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.003044,6.99362e+007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.002049,1.098794e+008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.9980974,5.9329e+007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.004299,5.52807e+007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.000287,7.66214e+007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.006783,9.35378e+007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.012962,5.86826e+007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9986374,1.049904e+008,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.006317,1.154305e+008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.996535,1.200621e+008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.000293,1.149249e+008,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9906664,7.74868e+007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.009865,9.64746e+007,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.9912858,8.95863e+007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.000291,8.1727e+007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9906453,7.74722e+007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.012434,7.43749e+007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.000826,8.37849e+007,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.003659,6.76192e+007,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9998049,9.22438e+007,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.9944218,1.012675e+008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.9912968,6.2188e+007,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.007948,1.424241e+008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.9946011,9.72162e+007,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9909242,7.73294e+007,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.002058,7.58642e+007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.001486,6.61665e+007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9982773,9.92517e+007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,8.5695e+007,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.9946216,8.11003e+007,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.000953,8.83161e+007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.003154,7.52777e+007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.007027,7.57616e+007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.9988943,6.52129e+007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1.000048,9.63364e+007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.010101,1.153506e+008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.009313,8.37575e+007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.9976528,9.50406e+007,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.002697,1.13859e+008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.9880341,9.18398e+007,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.010921,9.96622e+007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9900121,6.3497e+007,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.996762,1.144235e+008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.006812,9.45841e+007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9975731,8.63653e+007,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.004388,9.29229e+007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.00925,6.24082e+007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.000591,8.43609e+007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.9995571,8.10525e+007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.9934005,9.74719e+007,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.9994625,7.29267e+007,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.001419,1.383724e+008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.00393,1.342785e+008,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.006344,1.293032e+008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.005787,9.31691e+007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9983704,7.3612e+007,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9987177,1.379645e+008,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
