xa3,xb3,y,Jan,Sep,Aug,Jun,Jul,May,Oct,Mar,Feb,Dec,Nov,Apr,Sat,Sun,Thu,Mon,Tue,Fri,Wed
0.9983704,7.179562e+008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.9987177,8.412463e+008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.016137,7.220559e+008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.000802,6.617461e+008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.00494,6.779004e+008,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9890822,6.83491e+008,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.000798,6.465188e+008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.003254,6.393891e+008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.00392,7.561472e+008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.004492,7.911874e+008,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.023507,7.520656e+008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.9921575,7.426645e+008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.9976987,7.853485e+008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.012112,7.396306e+008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.004576,6.486245e+008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9873704,6.540026e+008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.014479,6.726245e+008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9995315,7.329652e+008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.9959041,7.604035e+008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.016335,8.424575e+008,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1.016878,1.060656e+009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.020617,1.067273e+009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9869919,1.041494e+009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9991372,1.124395e+009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.000054,1.06495e+009,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.986539,9.852269e+008,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.9809498,1.076793e+009,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.001568,1.093866e+009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.005995,9.838439e+008,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9819778,1.04751e+009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9996386,1.038137e+009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.024377,9.856795e+008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.005209,9.248455e+008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9891168,8.415083e+008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.013643,9.614751e+008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.9848835,1.210506e+009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.020515,1.446434e+009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.005602,1.473069e+009,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9871849,1.574005e+009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.001331,1.572036e+009,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9785339,1.317428e+009,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.016417,1.147271e+009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.9750594,1.118302e+009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.008068,1.21877e+009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.00099,1.212055e+009,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9890234,9.940558e+008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9760084,8.591161e+008,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.9873858,8.887521e+008,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
