xa3,xb3,y,May,Aug,Jul,Jan,Apr,Dec,Mar,Feb,Sep,Oct,Jun,Nov,Mon,Sun,Sat,Wed,Thu,Fri,Tue
0.05933804,1.067305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1385566,1.631776,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1301459,1.68032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.629126,1.53111,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.5042482,1.071746,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.1690045,0.7109597,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.1409735,0.4519228,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.3674344,0.1571484,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.1500079,-0.1380063,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
-0.3642646,-0.4772292,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.009932156,-0.6896131,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.1364217,-0.8301175,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0663495,-0.9813916,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.0005168346,-0.9779232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1205959,-0.8453627,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1839811,-1.031575,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.1429321,-1.186389,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-0.02519869,-1.071861,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.08881399,-0.8965433,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.00880869,-0.5654938,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.09484011,-0.6797385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1568512,-0.9693026,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06919956,-0.9580765,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.01268122,-0.9568719,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1671654,-0.9230821,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.04195794,-0.8745986,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03241469,-0.903021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.05392911,-1.11525,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0001880984,-1.146425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.05034219,-0.8713277,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1031547,-0.663589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.04924079,-0.6869366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.1240098,-0.7504701,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.1803815,-0.6081657,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.05810563,-0.293365,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.03974048,-0.2062234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3051471,-0.2441583,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.1826833,-0.4248021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.0104043,-0.6928604,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.3059948,-0.4586596,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.007051948,-0.01723131,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.213988,0.151014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.309763,0.09691094,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-0.146857,0.1367518,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.5092694,0.7813227,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2630898,1.89026,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3142951,2.579263,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.005531438,1.936846,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.1384556,1.208499,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06415846,1.188372,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.3739053,0.9999733,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.2517415,0.6682029,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.4569206,0.1538332,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.4526924,-0.3169658,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.3497626,-0.317415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-0.00207866,0.08273809,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2947628,0.2973411,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.03020825,-0.03682166,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.303836,-0.5161005,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.03770769,-0.5168996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.01788807,-0.2337278,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2200887,-0.3117741,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.3668026,-0.4595257,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2172254,-0.3433584,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-0.1130648,-0.3683017,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.1617755,-0.4464969,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0044861,-0.2468584,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1563485,-0.3273714,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.05926992,-0.6959543,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.2101708,-0.7138472,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.008086816,-0.8861041,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.115914,-1.080916,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.05446343,-0.9803379,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.118152,-0.962033,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.127857,-0.8422623,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
-0.03657075,-0.8485534,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.1360031,-1.10228,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.008803513,-1.144903,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.01308277,-1.137969,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.01430295,-1.252685,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.09585793,-1.369567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.01305874,-1.384663,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.0167135,-1.233849,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.04227288,-1.081091,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.150023,-1.069854,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.01142404,-1.107933,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.09750822,-1.144292,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.09155532,-0.9305256,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1536392,-0.574209,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2306641,-0.8397732,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.02146734,-1.15134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.1415249,-1.056989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1914173,-0.9220458,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.007508435,-0.5548742,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.09707397,-0.3062548,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3083996,-0.3743397,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.1055196,-0.2988073,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.0340638,-0.2253125,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.2098671,0.1848616,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.2024287,0.4311407,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
-0.04802236,-0.2465829,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.4548498,-0.8446398,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.03015873,-1.02718,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.07828595,-1.075892,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0363077,-1.165151,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.08765098,-1.194087,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.02767273,-1.135619,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.08055119,-0.9851995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.1326573,-0.5109262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.01916466,-0.234794,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.2755053,-0.5394898,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.2505601,-0.7616257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.1166536,-0.9842837,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.01919006,-1.117664,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.149167,-0.8955216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.05996203,-0.8295065,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.06999158,-0.8123581,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.135735,-1.005423,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.1302632,-1.302305,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.0583998,-1.254931,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1463092,-1.02466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.05118504,-0.9838924,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1895714,-1.043301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.01399971,-0.9451298,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.07383367,-0.8592668,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.009000765,-0.8302833,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1366014,-0.879897,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.1203717,-0.820292,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.01898368,-0.7326491,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0759271,-0.7121381,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.05376617,-0.7618535,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2053269,-0.8574055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.09418491,-0.8244191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.04653178,-0.7633524,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.1007441,-0.9512427,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-0.1461013,-1.204609,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.05828225,-1.169218,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.02893919,-0.9952081,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.05139404,-0.9187699,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.1430103,-1.1009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.1853995,-1.212538,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.07574598,-1.139272,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.01381319,-1.084032,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.05427391,-1.109224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06572049,-1.137895,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1525186,-1.113982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.008630949,-1.167887,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1762483,-1.150321,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.1241452,-0.8870268,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.08572177,-0.7010599,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.2317638,-0.8616095,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.1272165,-0.7058967,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.1158721,-0.3159185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1109811,-0.6600874,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.187544,-1.063189,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.08902382,-0.9481108,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.04827854,-0.8460444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.2637298,-0.7562648,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.06280834,-0.6632565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0005010128,-0.7797588,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1699787,-0.9002839,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.1856833,-0.7948821,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.07310079,-0.7014272,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.008494725,-0.7067603,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.02903557,-0.6676218,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.09913914,-0.4603819,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.1399054,-0.4960858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1036356,-0.7949119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.1733756,-0.9324018,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.07585349,-0.9579631,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.03062737,-0.9371542,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.1372038,-0.7490481,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.1114371,-0.437414,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06048987,-0.1126592,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2818074,0.04747842,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.1943055,0.1985952,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2184561,0.2337283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.1931072,-0.2484442,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.485502,-0.4470999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.2884634,-0.1050777,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1269276,0.01918978,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.2428967,-0.5201853,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.2616787,-0.9407204,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.005811792,-0.830318,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1080096,-0.6953371,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.1880473,-0.5277346,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2261588,-0.2709381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.1466019,-0.2762216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.02493989,-0.4635733,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.1488417,-0.3086869,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.1421084,-0.02482772,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.07433919,-0.01291741,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.06807984,0.01398943,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.168764,-0.2559689,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.1034249,-0.5133203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2004085,-0.1140562,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2468548,0.04530323,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.04198964,-0.3373604,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.2468375,-0.6894995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03295532,-0.7993534,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
-0.09401397,-0.7035952,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.01350193,-0.7308489,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.03680756,-0.6495586,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.08226346,-0.03055295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.04853368,0.3219427,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3690049,0.05571957,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.1449359,-0.4403681,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.08808851,-0.6416952,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.1543368,-0.4883397,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.02776622,-0.4094105,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.01721926,-0.4267897,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.1616316,-0.4509207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.001354901,-0.4700828,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.1702637,-0.6663841,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.1349379,-0.765578,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0555834,-0.6703265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1609506,-0.6363015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1522719,-0.5567764,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.03850123,-0.4377172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2931659,-0.07389097,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.07120763,0.1116414,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3285513,0.1588464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3478397,0.5431991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.004124219,1.066532,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1971615,0.8765149,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.5220451,0.2563969,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.1163327,0.3441587,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.2847968,0.2133644,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.2076479,0.2796388,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1715745,0.6471295,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.09344383,0.04135563,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.4935454,-0.7991588,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.1732358,-0.9013384,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.04232685,-0.7106836,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.09811125,-0.8148745,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.07663269,-0.7799333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.005229884,-0.4900307,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1578129,-0.2425016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.2920405,-0.4042771,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.2978203,-0.7116609,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.09280353,-0.7499467,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.04238198,-0.7440713,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.03176076,-0.6990582,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.1761291,-0.6938429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.0441804,-0.6244882,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.02244947,-0.7568145,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.2071229,-1.128733,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1417942,-1.233221,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.02246969,-1.241731,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.02512158,-1.268179,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.1503508,-0.7813133,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.07985408,0.09811753,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.1566543,0.4447716,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.1682106,0.5167223,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.001719946,-0.05903019,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.4425315,-0.7030254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.05106727,-0.566002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1783331,-0.4133218,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.02370951,-0.3860805,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-0.05401011,-0.7078175,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.247271,-0.8919132,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.06088217,-0.568516,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.08840475,-0.3974664,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
