xa3,xb3,y,May,Aug,Jul,Jan,Apr,Dec,Mar,Feb,Sep,Oct,Jun,Nov,Mon,Sun,Sat,Wed,Thu,Fri,Tue
0.0229395,-0.4078088,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.1234303,-0.180102,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.01530774,-0.498053,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.17941,-0.7839067,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.09101911,-0.6736597,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.002254768,-0.5535143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.07608178,-0.7233453,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.1249738,-0.7582804,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.001052281,-0.6022139,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.2577862,-0.9275742,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.2355907,-1.174908,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.03177092,-1.06026,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.09742682,-1.029506,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.009286403,-1.030052,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.01843984,-0.955167,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.1021637,-0.8039673,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.05286072,-0.6547957,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.280584,-0.5837517,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0310901,-0.5881441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.04645732,-0.377608,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.08987167,-0.3670448,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3473256,-0.4081237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1236803,-0.4427937,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.07388692,-0.7857429,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.2526551,-0.6107234,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.09584247,-0.1068422,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.2906688,-0.1809724,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
-0.2177678,-0.6654195,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-0.0738336,-0.9587282,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1039193,-1.027829,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-0.07488506,-0.8705085,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.08300012,-0.8609583,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.08777165,-0.9754313,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.1462116,-0.6121059,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.002588254,-0.08139382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.2491268,-0.4240963,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.2539137,-0.8633601,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.01949756,-0.895033,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.1358028,-1.025476,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.07307172,-1.009697,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.08378501,-0.9132745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1594464,-0.8414414,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.1342542,-0.800764,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.108751,-0.6625415,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.03805091,-0.5775078,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1905454,-0.3647323,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.1141234,-0.2689088,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.05973876,-0.4924486,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
-0.1865504,-0.3901355,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3237767,-0.007073059,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.08224955,0.007577521,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.03159147,-0.5837093,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3306916,-0.7712362,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.1104983,-0.1608618,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.02104398,0.1949089,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.24157,0.3904152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.08472408,0.04416389,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.3194313,-0.2474781,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.04599721,-0.0149566,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.3520648,-0.3536474,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.1230084,-0.4563953,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3363067,-0.1935143,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.03062393,-0.2174547,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.3689092,-0.09568506,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1274567,-0.342668,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-0.3163277,-0.6251047,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.05311128,-0.5260863,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.07629502,-0.6657089,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.07357521,-0.7135881,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.1803169,-0.8739077,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-0.05656817,-1.048256,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.002343972,-1.046027,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.00573581,-0.8695228,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.09567978,-0.4875937,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.02298526,-0.5524665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1726915,-0.8874465,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.00904774,-0.9270816,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.02876685,-0.8114039,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06478518,-0.7156787,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1267701,-0.731926,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2608239,-0.748385,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.0405874,-0.6943584,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.2860859,-0.5212619,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.08263596,-0.4465557,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.04094946,-0.3385305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.2724797,-0.1367213,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.0663571,0.1886697,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.3788889,0.5795636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3282665,0.5590684,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.2800252,0.3159346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.2517273,-0.07018012,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-0.2861039,-0.4909162,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
-0.2950283,-0.3685926,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.0835197,0.05358657,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.1071785,-0.02710044,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3888775,-0.02162313,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.1494752,0.5330232,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.07842098,0.7125902,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.3460627,0.7129932,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.1968123,0.7807028,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.1206906,0.4005694,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.04210349,0.1296936,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.1644706,0.06125595,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.1688574,0.05006954,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.458922,0.4673712,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.3301456,0.4695707,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-0.2031094,-0.06317037,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.4136968,-0.3771588,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.01340322,-0.740824,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.2153932,-1.032654,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.1043323,-1.20416,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0591851,-1.225303,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1050379,-0.6420148,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0287932,0.1859414,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
