xa10,xb10,y,Dec,Aug,Jan,Sep,Nov,Feb,Mar,Jun,Apr,Jul,May,Oct,Fri,Mon,Tue,Sat,Thu,Sun,Wed
0.06314468,-0.661527,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.06314468,-0.7549676,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.767139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.6040534,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.3480417,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.302505,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.06314468,-0.236614,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.1170235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,0.1687442,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.06314468,0.2144086,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,0.2077075,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.06314468,0.1949012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,0.2711513,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,0.1790984,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,0.1067477,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,0.06177022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,0.06697426,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,0.1968916,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,0.366091,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.06314468,0.4758289,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,0.1356627,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.1691874,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.3166861,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.06314468,-0.1284584,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.06314468,-0.03621125,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.01398684,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,0.1115071,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.06314468,0.2691187,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.06314468,0.4346997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.06314468,0.5995711,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,0.8677277,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.06314468,1.064482,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,1.445432,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.06314468,1.953909,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,2.606785,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,3.040876,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,3.078674,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,2.604359,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,1.682666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,0.8405965,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.06314468,0.2339759,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.1823331,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.5052851,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.5475757,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.06314468,-0.4244959,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.4715777,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.5922315,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.6172175,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.06314468,-0.5972564,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.6460426,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.06314468,-0.7402651,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.7009624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.06314468,-0.6291662,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.06314468,-0.6300816,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.6066258,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.5223142,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.06314468,-0.48911,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.5778184,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.7120451,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.8032263,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.8653687,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.905058,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.8729251,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.7976468,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.7338639,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.6763287,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.06314468,-0.5228669,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.3306554,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.06314468,-0.1610484,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.06314468,-0.05215069,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,0.004848217,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.03306748,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.1138472,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.02751988,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.06314468,0.09545439,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,0.05791219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.2607734,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.06314468,-0.5133822,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.6088738,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.656963,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.6647994,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.5284481,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.06314468,-0.3460039,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.3908291,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.4812656,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.4890484,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.06314468,-0.4300639,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.06314468,-0.5007469,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.5161519,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.5439422,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.5362256,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.5219297,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.4692145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.5646664,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.6838849,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.6941575,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.6769123,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.748919,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.8461301,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.856219,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.06314468,-0.9699126,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.06314468,-1.07691,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-1.102219,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-1.062433,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-1.017748,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.06314468,-1.018226,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.06314468,-0.8572677,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.7913644,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.6621227,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.6374306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.542865,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.5236225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.4893775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.5169301,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.5931361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.5427455,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.4789573,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.4844778,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.06314468,-0.7131642,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.8824371,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.9244315,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.8180483,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.06314468,-0.8769081,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.8321916,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.7536588,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.06314468,-0.5746497,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.6711995,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.06314468,-0.835898,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.9292658,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.06314468,-0.9504736,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.06314468,-0.9361964,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.98225,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.8755223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.8305681,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.7306162,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.640267,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.06314468,-0.4994932,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.408388,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.4359603,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.3939727,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.06314468,-0.2627539,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.2530147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.3214315,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.4326128,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.1564278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.06314468,0.001849948,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,0.06718795,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.09160868,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.1399203,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.1453117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.1946552,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.06314468,-0.2947586,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.06314468,-0.2812785,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.2897952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.06314468,-0.2860538,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.06314468,-0.4420896,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.5489621,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.6090241,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.7218484,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.7810551,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.8974572,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.950916,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.9510138,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.06314468,-0.9070539,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.7766672,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.8016876,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.877377,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.06314468,-0.9055424,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.8581182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.7761978,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.8067118,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.7536662,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.7025461,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.5477122,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.4215703,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.06314468,-0.2695755,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.06314468,-0.09009314,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,0.1001409,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.06314468,0.2529552,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,0.2478367,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,0.1757758,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.01642809,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.06314468,-0.1423966,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.1015769,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.06314468,0.01191899,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.06314468,0.09494177,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.06314468,0.1784161,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.06314468,0.3747571,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.06314468,0.5540228,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.06314468,0.5876701,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,0.5293177,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.06314468,0.4543816,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.06314468,0.3469482,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.06314468,0.250993,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,0.2311234,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,0.2401451,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.06314468,0.1227937,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.1521371,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.06314468,-0.4411346,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.6619034,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.7965317,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.06314468,-0.8286804,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.708722,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.2942999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.06314468,0.221388,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,0.7521429,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,1.131256,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
