xa10,xb10,y,Dec,Aug,Jan,Sep,Nov,Feb,Mar,Jun,Apr,Jul,May,Oct,Fri,Mon,Tue,Sat,Thu,Sun,Wed
0.06314468,1.257929,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.06314468,1.268827,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,1.050535,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.06314468,0.8334452,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,0.5279862,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,0.2430004,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.06314468,-0.07987285,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.06314468,-0.3827043,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.5868213,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.06314468,-0.7825764,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.9088816,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.06314468,-0.9963551,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-1.023598,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.06314468,-1.047813,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-1.117174,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-1.058412,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.06314468,-0.9863161,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.8622541,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.9187313,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.06314468,-0.9767843,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.9996731,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-1.008698,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.9917449,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.06314468,-1.034375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.06314468,-1.02763,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.06314468,-1.079778,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.06314468,-1.059214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.9615433,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.8145397,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.7788887,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.7134124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.06314468,-0.6233465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.4722254,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.4124296,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.06314468,-0.3953814,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.4277732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.431502,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.06314468,-0.322595,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.09411665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,0.1173338,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,0.3607778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,0.5478873,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.06314468,1.042941,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.06314468,1.518646,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,1.856395,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.06314468,1.687693,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,1.407578,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,1.230589,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,1.046362,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.06314468,0.7563368,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.06314468,0.359333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,0.1045198,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.007982142,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.06314468,0.01244646,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,0.02520286,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.06314468,-0.1551,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.3391144,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.06314468,-0.3780501,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.3047373,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.3539643,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.06314468,-0.4068181,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.4251712,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.4133293,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.4233132,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.4639313,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.5235823,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.678752,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.7974448,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.8880348,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.9661946,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.06314468,-1.019469,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.06314468,-1.033418,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-1.01166,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-1.072145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-1.164979,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-1.227948,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-1.274065,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-1.308614,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-1.378645,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.06314468,-1.385143,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-1.329227,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-1.259674,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-1.189368,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-1.193049,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-1.13833,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.06314468,-1.05897,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.941895,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.9820259,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.06314468,-1.027506,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.06314468,-0.998627,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.8226525,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.06314468,-0.6751809,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.06314468,-0.4974513,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.407658,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.3004541,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.06314468,-0.2349807,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.1032485,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.1134838,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.06314468,-0.4043343,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.7018741,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.9236244,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.9873807,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-1.075788,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-1.115764,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-1.079357,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.9394109,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.06314468,-0.7878618,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.677201,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.06314468,-0.7468466,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.8574405,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.9317936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.9836128,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.06314468,-0.971981,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.06314468,-1.021193,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-1.016458,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-1.145132,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-1.214625,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.06314468,-1.213679,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-1.146584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-1.091336,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.06314468,-1.115571,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-1.050081,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.997202,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.9244049,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.06314468,-0.9430768,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.8935211,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.8667042,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.830065,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.8709789,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.9154522,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.9377665,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.957199,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-1.028619,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-1.149273,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-1.164649,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-1.138126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.06314468,-1.11245,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.06314468,-1.202521,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.06314468,-1.240947,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.06314468,-1.227978,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.06314468,-1.205094,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.06314468,-1.220908,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-1.235003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.06314468,-1.195356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.06314468,-1.193967,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.06314468,-1.128022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.9907187,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.06314468,-0.8979531,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.8758339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.8284375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.06314468,-0.7238145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.7887583,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.06314468,-0.9122498,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.9442552,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.8763633,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.8329391,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.06314468,-0.8605578,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.8631714,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.06314468,-0.8876834,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.82107,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.06314468,-0.7798528,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.06314468,-0.7396947,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.7510498,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.6896201,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.7281755,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.8149508,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.9005036,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.06314468,-0.8614972,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.8041882,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.6555408,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.4652173,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.2771319,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.1441376,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.0578483,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.002810059,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.06314468,-0.1689855,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.250126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.06314468,-0.2700375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.2731815,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.5114651,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.6989463,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.7017948,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.6158415,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.5464659,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.4594612,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.06314468,-0.4133137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.3483922,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.3096023,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.1778539,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.06314468,-0.1350608,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.1347326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.06314468,-0.2381646,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.06314468,-0.2931984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.2597831,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.2498259,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.4149503,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.06314468,-0.6242848,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.06314468,-0.6639619,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.5927864,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.5504228,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.06314468,-0.5003179,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.2828807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.1495313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.1945182,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.06314468,-0.3864072,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.4737583,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.4214877,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.4558306,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.4950283,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.5701853,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.06314468,-0.5891986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.649495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.707909,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.06314468,-0.6407248,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.06314468,-0.6094407,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.4806899,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.3883072,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.06314468,-0.08464344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,0.0865452,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.06314468,0.2421009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.06314468,0.4758956,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,0.623327,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,0.673425,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,0.4661545,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,0.4358181,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.06314468,0.3256542,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.06314468,0.2975605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,0.1776226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.1243567,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.4603708,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.06314468,-0.6852186,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.06314468,-0.6212323,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.6811538,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.7143149,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.6559295,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.5447201,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.5818326,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.7134025,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.721136,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.7449895,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.7458196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06314468,-0.8208143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.8519214,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.9645626,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.06314468,-1.103663,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.06314468,-1.107885,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.06314468,-1.088793,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06314468,-0.8686522,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.681124,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.2643201,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.08145527,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.06314468,-0.00886974,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.06314468,-0.2064326,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.06314468,-0.3968447,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.4470608,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.4600832,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06314468,-0.4948368,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.06314468,-0.6671603,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.06314468,-0.7108139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06314468,-0.6126081,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.5717237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06314468,-0.5926609,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.6855913,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06314468,-0.8076264,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
