xa40,xb40,y,Nov,Jul,Mar,Aug,Oct,Apr,Jun,Feb,Sep,Jan,Dec,May,Sun,Tue,Fri,Wed,Sat,Thu,Mon
1,8.029754e+009,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8.104693e+009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,8.213532e+009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,8.553986e+009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,8.842696e+009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,8.865256e+009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,8.978657e+009,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,8.923433e+009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,8.890496e+009,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,8.352237e+009,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,7.896856e+009,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,7.586528e+009,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,7.44365e+009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,7.451438e+009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,7.112231e+009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,6.925472e+009,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,6.832466e+009,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6.8129e+009,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,6.633896e+009,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6.304848e+009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,6.196881e+009,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6.111561e+009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,6.099398e+009,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5.996087e+009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5.848701e+009,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,5.688367e+009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5.617534e+009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,5.496475e+009,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,5.429029e+009,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,5.250174e+009,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5.204648e+009,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5.243785e+009,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5.322731e+009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5.419462e+009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5.457849e+009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,5.596134e+009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5.712093e+009,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,5.768788e+009,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5.813839e+009,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5.918597e+009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,6.004946e+009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,6.133424e+009,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6.396035e+009,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,6.516484e+009,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6.604424e+009,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6.66509e+009,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,6.820766e+009,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,7.105801e+009,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,7.442816e+009,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7.554835e+009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,7.768329e+009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,8.05066e+009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,8.535531e+009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,8.629735e+009,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8.703933e+009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,8.886779e+009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,9.144336e+009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,9.695992e+009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,9.868535e+009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1.021085e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1.054949e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,1.070651e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1.017622e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,9.460358e+009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,9.148793e+009,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,9.1458e+009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,9.207999e+009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,9.218944e+009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,9.095554e+009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,8.978919e+009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,8.838368e+009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,8.53484e+009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,8.057659e+009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,7.731823e+009,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,7.643511e+009,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,7.620377e+009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,7.641625e+009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,7.556414e+009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,7.434634e+009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,7.468326e+009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,7.259031e+009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,7.121202e+009,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6.89605e+009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,7.039842e+009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,7.112161e+009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,7.209967e+009,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7.432427e+009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,7.449676e+009,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,7.363446e+009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,7.228458e+009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,7.083541e+009,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,7.07544e+009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,6.976226e+009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,6.927395e+009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,6.914886e+009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,6.94624e+009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,7.035347e+009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,7.063723e+009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,7.145038e+009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,7.157189e+009,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,7.202817e+009,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,7.232223e+009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,7.117666e+009,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7.033837e+009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,7.047689e+009,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,7.143962e+009,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,7.101283e+009,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,7.056571e+009,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,7.028513e+009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,6.979714e+009,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,7.039562e+009,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,7.072634e+009,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,7.23765e+009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,7.375843e+009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,7.403566e+009,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,7.436601e+009,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,7.57474e+009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,7.585792e+009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,7.58657e+009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,7.486505e+009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,7.650491e+009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,7.678453e+009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,7.656069e+009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,7.665662e+009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,7.577234e+009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,7.782611e+009,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,7.906144e+009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,8.080983e+009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,8.224843e+009,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,8.412817e+009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,8.703017e+009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,8.724262e+009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,8.67832e+009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,8.740145e+009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,8.95103e+009,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,9.298774e+009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,9.246625e+009,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,9.29117e+009,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,9.407959e+009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,9.585309e+009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,9.610486e+009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,9.641641e+009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,9.909638e+009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.002449e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,1.020882e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,1.031705e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1.043733e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1.055986e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,1.053937e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1.070762e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1.08919e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1.127587e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
