xa20,xb20,y,Feb,Aug,Jul,Apr,Jan,Jun,Nov,May,Dec,Mar,Oct,Sep,Sat,Thu,Sun,Tue,Fri,Wed,Mon
0.08947877,0.09259291,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.08947877,0.07022743,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08947877,0.083802,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.08947877,0.1577301,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08947877,0.2853547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.08947877,0.3205188,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.08947877,0.1458797,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.08947877,0.01777157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.08947877,-0.06154836,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.08947877,0.03425261,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.08947877,0.135942,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.08947877,0.2251163,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08947877,0.4126643,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08947877,0.6505247,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.08947877,0.8446476,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08947877,0.922797,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.08947877,1.026206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08947877,1.12251,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08947877,1.317213,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08947877,1.594077,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08947877,1.940259,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.08947877,2.184834,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.08947877,2.195674,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.08947877,1.919457,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.08947877,1.374264,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.08947877,0.8956156,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.08947877,0.5300501,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.08947877,0.2265269,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.08947877,0.02776664,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.08947877,-0.01994411,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08947877,-0.03045298,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.156225,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.08947877,-0.3279545,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.08947877,-0.5020673,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08947877,-0.5889773,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.08947877,-0.6602265,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.08947877,-0.748111,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.7238074,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.08947877,-0.6880021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.08947877,-0.681557,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08947877,-0.6612533,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08947877,-0.6466188,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.08947877,-0.6473345,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.08947877,-0.685097,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.08947877,-0.7539736,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.08947877,-0.7921195,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.7928374,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.08947877,-0.7753149,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.08947877,-0.7559233,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.08947877,-0.7140391,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.08947877,-0.6598406,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.08947877,-0.595194,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.08947877,-0.4769469,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.08947877,-0.3832686,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.08947877,-0.2988,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.238126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.08947877,-0.2154082,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.2393752,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.08947877,-0.2581318,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.08947877,-0.1777731,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.08947877,-0.1015583,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.1276029,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.08947877,-0.2846571,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.08947877,-0.4110781,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08947877,-0.4873846,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08947877,-0.5179289,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.5474725,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.08947877,-0.5087228,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.08947877,-0.4067646,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.08947877,-0.4110995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.08947877,-0.4814503,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08947877,-0.5248283,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.08947877,-0.5391299,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.08947877,-0.5691385,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.08947877,-0.5870808,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.08947877,-0.6019804,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.08947877,-0.5738517,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.08947877,-0.5716609,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.08947877,-0.5707735,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.08947877,-0.6613587,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.7502954,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.08947877,-0.7605486,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.08947877,-0.7715416,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08947877,-0.828028,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.08947877,-0.8726098,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.08947877,-0.884501,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.08947877,-0.9595895,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.08947877,-0.989867,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08947877,-1.018103,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08947877,-1.003413,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.08947877,-0.9679212,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.08947877,-0.9769981,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.08947877,-0.8841507,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.08947877,-0.8323322,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.08947877,-0.7395432,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.08947877,-0.7286767,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.08947877,-0.6958849,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.08947877,-0.6836338,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.08947877,-0.6486163,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.08947877,-0.6631711,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.08947877,-0.7049018,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.08947877,-0.6696358,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.08947877,-0.5855207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.08947877,-0.6001073,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.08947877,-0.7238285,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.08947877,-0.8360368,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.08947877,-0.8596819,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08947877,-0.8367322,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.08947877,-0.8702644,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.08947877,-0.8652189,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.08947877,-0.8357453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.08947877,-0.7186888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.08947877,-0.7788589,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.08947877,-0.8797272,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.08947877,-0.9306254,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.08947877,-0.9383062,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.9135204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.08947877,-0.89961,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.8165428,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.08947877,-0.7920099,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.08947877,-0.7373578,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.08947877,-0.6510703,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.08947877,-0.6049421,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.08947877,-0.4864341,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.08947877,-0.5037486,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08947877,-0.4545568,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.08947877,-0.3447393,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.3302826,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.08947877,-0.3573968,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08947877,-0.3895674,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.2339659,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.08947877,-0.115344,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.08947877,-0.08369118,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.08947877,-0.1808017,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.08947877,-0.2144119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.08947877,-0.2210948,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.08947877,-0.2528857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08947877,-0.3423333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08947877,-0.3719038,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.08947877,-0.3788702,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.08947877,-0.3756885,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.08947877,-0.4772744,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.08947877,-0.5473821,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.6438005,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.08947877,-0.7133695,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.08947877,-0.7640895,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.08947877,-0.8558706,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.08947877,-0.8865214,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.08947877,-0.8925562,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.8982767,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.08947877,-0.8112134,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.08947877,-0.8635523,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.08947877,-0.8806201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.8919577,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.08947877,-0.8432908,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.08947877,-0.7510683,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.7398305,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.6696615,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.08947877,-0.6154529,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.08947877,-0.5219207,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.08947877,-0.43409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.336164,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.08947877,-0.2239637,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.09778186,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.08947877,0.04399413,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.08947877,0.07666011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.08947877,0.07784896,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.08947877,0.02493344,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08947877,-0.02372937,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.08947877,0.02924706,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.08947877,0.1008983,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.08947877,0.1582877,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.08947877,0.2362243,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.08947877,0.3636616,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08947877,0.4444627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.08947877,0.4341414,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.08947877,0.3592444,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08947877,0.2800049,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08947877,0.188087,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.08947877,0.1143208,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.08947877,0.1053801,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.08947877,0.09920482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.08947877,0.08689961,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.08947877,-0.01016494,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.08947877,-0.1511632,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.2371327,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08947877,-0.3124861,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.08947877,-0.3354,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.08947877,-0.2631579,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08947877,-0.03463206,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08947877,0.2396216,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.08947877,0.5244219,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.08947877,0.6824408,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
