xa60,xb60,y,Nov,Aug,Jul,Sep,Apr,Jan,Dec,Mar,Oct,Jun,May,Feb,Sat,Wed,Tue,Fri,Mon,Sun,Thu
1.010951,1.251114e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.00757,1.267682e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.012986,1.260541e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.005252,1.246076e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.010566,1.251635e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.017895,1.241959e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.014263,1.235178e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.020365,1.231096e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.013524,1.219631e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.017102,1.225591e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.00985,1.245904e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.001683,1.27396e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.001502,1.280554e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1.001685,1.289451e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.007599,1.294018e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.003411,1.292873e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.011104,1.316865e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.000462,1.324816e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.009673,1.348265e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.005672,1.394217e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.011747,1.432606e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.017583,1.412073e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.027219,1.38646e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.031292,1.3748e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.031353,1.39351e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.024036,1.380514e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.024015,1.367173e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.021785,1.348879e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.03231,1.344988e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.02492,1.339528e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.027224,1.330518e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.029562,1.302764e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.034451,1.300731e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.038258,1.30633e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.033684,1.298176e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.041034,1.294492e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.034818,1.294749e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.051572,1.298391e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.045421,1.304778e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.04421,1.315235e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.04053,1.304146e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.048994,1.276245e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.040113,1.271355e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.059698,1.270717e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.052208,1.278617e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.046868,1.282482e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.044406,1.295543e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.039332,1.283118e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.037358,1.297344e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.039171,1.290022e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.032563,1.282902e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.02993,1.27855e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.024478,1.274699e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.021123,1.294171e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.023892,1.306916e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.016754,1.315194e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.021384,1.323044e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.019823,1.331828e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.015484,1.366325e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.018356,1.392639e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.012494,1.390575e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.003186,1.399963e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9860751,1.387276e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9698196,1.389513e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9675596,1.335831e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9726847,1.292733e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.9829048,1.264546e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.9850311,1.245627e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9826167,1.251451e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9929663,1.21437e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9866138,1.192489e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9935055,1.185428e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.003034,1.186227e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.990694,1.175846e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9848053,1.149311e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9928644,1.146785e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1.001359,1.150302e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9951736,1.175464e+010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9988283,1.167381e+010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9944537,1.146674e+010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.007692,1.124444e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.005994,1.112221e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.004215,1.093538e+010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.013345,1.084936e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9924946,1.055804e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.9895404,1.056347e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9850907,1.06438e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.9931309,1.077988e+010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.000012,1.08711e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.9925679,1.087781e+010,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.9987813,1.09918e+010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9922098,1.111454e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.990944,1.120248e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9971569,1.118807e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.00196,1.129354e+010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9905932,1.141804e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9815497,1.155245e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.9814589,1.180897e+010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.9798401,1.19306e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9858497,1.205909e+010,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9779317,1.21033e+010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.973253,1.231076e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9902957,1.266141e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.9754402,1.305717e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.003997,1.321161e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.003804,1.344465e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.004494,1.377221e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.000871,1.430676e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.004528,1.441079e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.005551,1.451588e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.011366,1.471911e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.006546,1.496815e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.000783,1.551412e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.00429,1.569938e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.006143,1.607793e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.010242,1.639468e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.008678,1.662404e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.005984,1.613509e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.011976,1.543377e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.005896,1.513029e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.008187,1.513531e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.012384,1.524241e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.012186,1.528033e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.011706,1.513088e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.012656,1.501133e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.015027,1.485874e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.02179,1.452969e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.026005,1.404409e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.032835,1.368062e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.031098,1.362206e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.034259,1.358667e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.033441,1.359315e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.036471,1.351574e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.048921,1.332078e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.065551,1.331681e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.085922,1.301163e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.065981,1.275745e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.030501,1.229343e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.03926,1.242086e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.041499,1.249054e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1.040125,1.257829e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.047889,1.280233e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.041188,1.278357e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.045699,1.264528e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.038443,1.247409e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.036545,1.234249e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.021135,1.235092e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.007902,1.226718e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.991758,1.223773e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.9956081,1.223266e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9912175,1.2341e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.00348,1.252206e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.998385,1.254348e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9879427,1.268573e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9733927,1.272816e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.9543284,1.27932e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9759097,1.285845e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.012549,1.279103e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1.006313,1.277238e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.021022,1.281861e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.016745,1.298604e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.016621,1.294909e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.016885,1.293976e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.014157,1.29031e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.006093,1.284302e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.018021,1.294017e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.016993,1.297911e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.027022,1.319055e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.018805,1.336727e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.028122,1.344515e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.027367,1.362287e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1.025906,1.382544e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.028779,1.395338e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.019936,1.405344e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.008992,1.40329e+010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.01895,1.427423e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.009111,1.436482e+010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.9996656,1.442779e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9949741,1.449611e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9837017,1.454235e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.9833469,1.482536e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.9771737,1.503532e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9752975,1.52655e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.975941,1.545863e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.9882431,1.572661e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.9854654,1.613731e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9930292,1.636934e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9927885,1.645343e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.012286,1.673316e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.009166,1.706949e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.005966,1.755464e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.005001,1.757978e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9931692,1.769841e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
