xa20,xb20,y,May,Nov,Aug,Sep,Mar,Apr,Feb,Jul,Dec,Jun,Oct,Jan,Thu,Sun,Fri,Mon,Wed,Sat,Tue
1,4.71623e+009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4.896246e+009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,4.961404e+009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,5.028121e+009,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,5.05497e+009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,5.073922e+009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5.13647e+009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5.083081e+009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,5.15594e+009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,5.282821e+009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,5.514522e+009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,5.760077e+009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,5.962336e+009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,6.390797e+009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,6.507394e+009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,6.712436e+009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,6.75259e+009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6.784713e+009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,6.850618e+009,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6.892439e+009,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7.160925e+009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,7.070929e+009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,7.248056e+009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7.297849e+009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,7.298053e+009,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7.300619e+009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,7.285363e+009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,7.702665e+009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,8.068818e+009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,8.578565e+009,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8.570116e+009,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8.783141e+009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8.610339e+009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,8.183015e+009,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7.720975e+009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,7.303264e+009,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,7.220748e+009,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,6.707936e+009,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,6.115234e+009,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5.353535e+009,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,4.710857e+009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
