xa40,xb40,y,Sep,Oct,Aug,Jan,Dec,Jul,Nov,Feb,Apr,Mar,Jun,May,Sat,Tue,Fri,Thu,Wed,Mon,Sun
0.1270521,0.2603081,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.1270521,0.3349908,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,0.3434018,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,0.30263,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,0.2014178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,0.1169063,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.01027876,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.1075612,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.1270521,-0.2205641,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.3437396,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.4149117,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.537953,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.6351643,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.7096508,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.7683298,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.1270521,-0.7840774,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.1270521,-0.8244211,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.1270521,-0.8029249,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.7909661,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.7765901,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.8051418,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.8399301,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.8714727,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.1270521,-0.8916295,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.1270521,-0.9123623,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.9093744,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.8784584,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.8234839,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.79774,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.7396313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.674616,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.6166951,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.1270521,-0.558502,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.4944918,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.4303618,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.3768678,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.3052114,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.1270521,-0.2199373,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.171111,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.1270521,-0.09301108,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.1270521,-0.002397475,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,0.1035578,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,0.2047698,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,0.2820763,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.1270521,0.4441475,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.1270521,0.5909513,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,0.7050752,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.1270521,0.6768772,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,0.6128009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,0.5647673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,0.5125096,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,0.4147585,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,0.2792053,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,0.1912618,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,0.1494908,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,0.1234266,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.1270521,0.07966546,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.04813967,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.1270521,-0.1348212,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.1866667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.2029979,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.2765144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.344744,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.3854471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.4039974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.4458812,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.5211767,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.6424842,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.1270521,-0.7357735,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.799588,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.1270521,-0.8758984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.9564997,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-1.012944,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.1270521,-1.04542,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-1.047579,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.1270521,-1.075056,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-1.12279,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-1.169153,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-1.201909,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.1270521,-1.175415,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.1270521,-1.191826,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.1270521,-1.204026,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-1.191986,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.1270521,-1.184206,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.1270521,-1.162088,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-1.170494,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.1270521,-1.158666,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-1.132073,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.1270521,-1.103804,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-1.075812,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.1270521,-1.053672,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-1.028715,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.1270521,-0.9577219,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.1270521,-0.919102,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.8654501,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.8417255,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.1270521,-0.8140167,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.1270521,-0.7804706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.7451892,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.7549549,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.8232183,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.1270521,-0.9001918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.9527216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.973839,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.1270521,-1.010855,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.1270521,-1.027955,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.1270521,-1.016619,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.9822606,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.1270521,-0.937725,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.1270521,-0.9489619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.1270521,-0.9893494,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.1270521,-1.022138,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-1.043678,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.1270521,-1.057005,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.1270521,-1.054252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-1.07866,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-1.078888,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.1270521,-1.137388,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-1.153531,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-1.184954,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-1.204087,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-1.195499,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-1.212073,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-1.18526,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-1.16242,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-1.145303,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-1.153133,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-1.149831,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.1270521,-1.139202,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.1270521,-1.127263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-1.14675,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-1.169851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-1.181099,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.1270521,-1.16328,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.1270521,-1.187525,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-1.235194,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-1.242223,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.1270521,-1.242194,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-1.236135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-1.249959,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-1.252312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.1270521,-1.256734,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-1.240973,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.1270521,-1.223622,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-1.231789,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-1.220098,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-1.203612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-1.172473,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.1270521,-1.130588,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-1.102139,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.1270521,-1.093042,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-1.080111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-1.036644,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.1270521,-1.046849,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-1.06344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.1270521,-1.054124,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.1270521,-0.9931833,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.9457085,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.9427466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.9422854,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.9357597,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.1270521,-0.8902691,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.1270521,-0.8730588,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.8720437,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.849837,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.8082151,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.7940961,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.7803,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.7908457,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.1270521,-0.7742201,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.7417516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.6519473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.5949122,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.1270521,-0.536686,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.4926783,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.1270521,-0.4556011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.4312105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.4546835,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.4690597,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.1270521,-0.4697879,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.4648611,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.5053238,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.1270521,-0.5625621,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.5478811,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.5195133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.487038,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.4603093,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.4521463,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.1270521,-0.4290922,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.4105094,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.3796738,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.3679905,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.3667633,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.3906395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.1270521,-0.4067903,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.3892266,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.3903269,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.4696396,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.5334477,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.1270521,-0.547068,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.5203646,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.1270521,-0.5266888,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.1270521,-0.4941799,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.1270521,-0.4202416,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.3463799,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.3381415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.4042984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.427317,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.4107504,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.40466,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.1270521,-0.3736193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.3990947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.398792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.4195037,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.1270521,-0.4152424,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.3948331,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.4058425,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.1270521,-0.3501071,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.3090215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.202065,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.1247611,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.1270521,-0.0788027,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.01786006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,0.02221601,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,0.02353887,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.05572076,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.08045581,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.1270521,-0.1198426,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.1294121,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.1757589,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.3013943,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.1270521,-0.4185582,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.4829139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.4746558,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.4971238,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.5261971,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.5173287,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.5181804,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.5412486,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.1270521,-0.5993259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.6608574,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.6936802,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.1270521,-0.6707002,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.1270521,-0.6956359,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.7061027,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.7541392,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.8010177,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.1270521,-0.8392289,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.8535994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.8026546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.7787376,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.6715338,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.5994198,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.5693553,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.6223038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.6726928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.6836107,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.6881281,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.7100572,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.7605814,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.1270521,-0.7722972,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.7343779,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.7298905,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.7437438,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
