xa40,xb40,y,Sep,Oct,Aug,Jan,Dec,Jul,Nov,Feb,Apr,Mar,Jun,May,Sat,Tue,Fri,Thu,Wed,Mon,Sun
0.1270521,-0.3575428,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.3634762,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.1270521,-0.3544998,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.1270521,-0.3640838,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.3852991,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.1270521,-0.4138637,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.4533663,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.1270521,-0.5682932,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.6643079,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.7090282,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.7338564,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.7245086,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.7018816,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.6572081,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.6188429,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.6038017,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.1270521,-0.5395435,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.1270521,-0.4754311,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.1270521,-0.4395327,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.1270521,-0.4020253,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.3851015,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.3965122,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.4049578,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.3496478,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.3087897,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.1270521,-0.326366,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.4193055,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.1270521,-0.4901707,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.5419001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.1270521,-0.5579684,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.5657859,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.5494006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.4949809,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.5001984,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.5467506,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.5759338,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.5849698,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.6037486,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.6216964,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.1270521,-0.6355471,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.6408232,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.1270521,-0.6438223,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.650291,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.1270521,-0.6926437,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.7465713,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.7783742,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.1270521,-0.8075932,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.825116,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.8428081,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.8505833,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.8890951,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.9078416,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.1270521,-0.9298049,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.1270521,-0.9422634,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.9355225,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.938876,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.8725007,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.8597096,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.1270521,-0.8029741,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.8109383,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.1270521,-0.8001653,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.7972887,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.7865988,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.1270521,-0.8091832,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.8335409,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.8089165,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.1270521,-0.7644298,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.7695088,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.1270521,-0.8250424,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.8857019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.1270521,-0.8998866,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.8649691,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.1270521,-0.86114,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.8581595,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.8421211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.7539862,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.7772008,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.8012739,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.829141,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.8295113,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.7956789,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.8025477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.7520055,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.7334312,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.7090469,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.6344529,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.1270521,-0.6154356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.5615861,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.5746459,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.5476019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.4808386,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.4702743,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.4920056,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.5109507,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.4254378,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.3491849,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.3551863,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.4055436,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.4291981,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.4285085,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.4404858,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.1270521,-0.4850985,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.4987842,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.1270521,-0.5030921,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.4909588,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.5503436,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.5775888,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.6333705,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.1270521,-0.6629099,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.66689,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.7042922,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.7174384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.7266972,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.7265026,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.6682012,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.6976048,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.7057617,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.7348407,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.6807775,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.1270521,-0.6208755,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.1270521,-0.6075781,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,-0.5410118,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.1270521,-0.5033602,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.4518804,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1270521,-0.3904305,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.1270521,-0.3515711,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.2592818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.1773917,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.1270521,-0.09726553,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.06938344,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.1270521,-0.07681128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.1041198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.1344082,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.1270521,-0.1123439,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,-0.06199588,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.02888029,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1270521,0.04966658,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.1270521,0.1607432,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.1270521,0.2463109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,0.2794657,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,0.2601307,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.1270521,0.2428239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1270521,0.2072654,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,0.1839215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,0.1789179,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.1270521,0.1780289,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.1270521,0.161177,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,0.1004095,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,0.001291171,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.0745374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1270521,-0.1320228,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1270521,-0.170427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1270521,-0.1477386,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.1270521,-0.02580264,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.1270521,0.1120763,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
