xa5,xb5,y,Sep,Feb,Apr,Jul,Oct,Jun,May,Aug,Dec,Jan,Nov,Mar,Thu,Wed,Sun,Mon,Fri,Tue,Sat
0.03886802,3.58444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.5348833,3.910948,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.809337,3.173978,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.1985993,1.635297,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
-0.8082267,0.3763168,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.5670125,-0.4829346,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.3817257,-0.8917076,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.1209905,-0.8753397,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
-0.02034396,-0.6309328,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.1501212,-0.2992989,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1110472,-0.2619894,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.01285404,-0.493688,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.06193388,-0.5876443,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.1434495,-0.5943894,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.2910267,-0.6850287,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.0007176847,-0.7618946,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.1266627,-0.6874885,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1040784,-0.6310849,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.001408663,-0.6325908,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.02991526,-0.5545299,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.007359486,-0.4065817,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.04262732,-0.3413197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.1760875,-0.4402265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2846731,-0.662237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.07903216,-0.8481666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.1705532,-0.9491471,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.0752668,-0.9620482,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.001800014,-0.8672661,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.04153537,-0.7479672,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.04826273,-0.708131,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.05489617,-0.7100448,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1990994,-0.5677754,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.03118467,-0.2879062,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.1250277,-0.003667559,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2596405,0.1515714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2908716,0.1351507,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.07420999,-0.1026981,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.2992587,-0.2456626,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1642244,-0.0446928,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.01932593,0.2496144,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.01946088,0.315874,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.1989224,-0.114052,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.07992279,-0.5869535,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-0.3835147,-0.8452997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.03403089,-0.9189924,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.02323251,-0.7962757,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.108076,-0.4408015,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.05208435,-0.1556603,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.1408029,-0.2039,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.05133981,-0.4261477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.246823,-0.4914259,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.07035403,-0.4108435,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.147405,-0.5259628,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.04825135,-0.5341283,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.1159561,-0.5297112,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.1026336,-0.5245238,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.2788508,-0.4552322,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.03496886,-0.3455362,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.08570926,-0.5191454,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.003434994,-0.6761105,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.1318631,-0.7216475,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.09109873,-0.64622,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.01791483,-0.6962046,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.07878329,-0.766272,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.08698184,-0.7624415,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.01518825,-0.9435901,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.2285939,-1.112881,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.1781826,-1.117873,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-0.01013847,-1.073759,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.09638173,-1.030373,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.02371223,-0.9631044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.03125901,-0.8109496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.1002872,-0.7250623,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.05963813,-0.5736712,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.2473901,-0.5869312,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.04168882,-0.411381,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.02224703,-0.4143878,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-0.05804104,-0.4442943,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3024168,-0.5374438,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1180271,-0.628749,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.04486202,-0.5430274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.1922518,-0.2954936,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.09507547,-0.3255492,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.2557048,-0.6581802,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
-0.1634881,-0.9061778,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
-0.04481806,-1.011687,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.1017346,-0.9428718,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.04568496,-0.9194895,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.08448729,-0.8022137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.08842129,-0.6441533,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1366035,-0.3145572,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.01392188,-0.5045807,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.2214544,-0.7775969,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.1932894,-0.9614523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.03213107,-1.011846,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1280217,-1.0172,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.07630158,-0.9541312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.05302274,-0.8575767,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.1475153,-0.8147238,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.126745,-0.6640935,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1057182,-0.5636077,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.01531616,-0.4224667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1731556,-0.3619308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1101477,-0.3954485,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.03319723,-0.3065081,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.1377502,-0.1587642,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2830013,-0.1846876,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.08386846,-0.4362966,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
-0.00999052,-0.5915005,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.2565908,-0.1495858,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-0.07504714,0.07479829,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.00129438,0.2753939,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.215224,0.05835093,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.05379698,-0.1399279,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.2794186,-0.1749283,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.02186768,-0.2784761,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3063242,-0.4013934,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.08536145,-0.2168471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.293332,-0.2543707,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.009192807,-0.1794858,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.2881003,-0.3846003,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1211406,-0.5474047,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.2447482,-0.6036916,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.05984471,-0.6884138,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.04684744,-0.7735456,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.04460503,-0.9171707,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.1647224,-1.033992,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
-0.03058316,-0.9867242,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.01412329,-0.8607164,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.02078486,-0.6343323,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.09494134,-0.6646748,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.03500659,-0.8268985,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1584355,-0.9100578,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.02351546,-0.8452396,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.03977335,-0.7694223,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.06946954,-0.7642301,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1205745,-0.7286663,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.2310984,-0.697577,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0495191,-0.539213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2519262,-0.4576935,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.05207538,-0.29029,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.01770594,-0.07527953,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.2407083,0.2145502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.03865388,0.4833102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.3284399,0.4855154,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.2867031,0.248508,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.2148177,-0.08204439,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2235985,-0.3186277,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.2198294,-0.3134142,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.2271874,-0.0792159,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.08491566,0.04324429,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.07231005,0.1291829,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3366752,0.4686126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.1392943,0.698469,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.0807119,0.7174883,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.3013756,0.6810005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.1462108,0.4250638,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.08345045,0.177226,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.01865741,0.1309947,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.1195459,0.1600532,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-0.1231627,0.3437666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.3944252,0.3213404,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.2882524,-0.05221563,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.1514026,-0.4111288,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.3250265,-0.7739893,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.02710644,-1.048885,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.1615303,-1.157211,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.06996348,-1.064328,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.06485242,-0.5029214,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1026569,0.2455695,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
