xa5,xb5,y,Sep,Feb,Apr,Jul,Oct,Jun,May,Aug,Dec,Jan,Nov,Mar,Thu,Wed,Sun,Mon,Fri,Tue,Sat
0.03979509,1.039144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.06497852,1.550579,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.1302922,1.636382,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1233577,1.492163,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5347539,1.094428,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.4317954,0.7587803,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-0.123284,0.4241003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.1001732,0.1435111,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.2868843,-0.179246,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1397335,-0.4657639,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.2842709,-0.7131678,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.02424464,-0.8635706,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.09642036,-0.9554979,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.07075928,-0.9999891,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.01562972,-0.9659709,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.115484,-1.05692,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1677435,-1.156464,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
-0.101788,-1.037997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-0.004719835,-0.9180061,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.08928067,-0.7026798,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.02331837,-0.7714758,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.09424905,-0.9146324,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.1453756,-0.9950786,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.07310908,-0.9768505,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.005600497,-0.946903,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.1538794,-0.9497517,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.05064907,-0.9856036,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.04278091,-1.092698,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.06051899,-1.079845,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.01621092,-0.922222,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.05756167,-0.7504229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1011042,-0.7253679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.05665359,-0.6808427,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1182987,-0.5917095,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1647757,-0.3426055,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
-0.03185075,-0.2746065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.04882083,-0.310959,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2676418,-0.4536199,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1666735,-0.5467035,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.007477758,-0.4014211,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2683406,-0.08448204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.01024168,0.07652199,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.1924834,0.1815155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2714474,0.3658588,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.105024,1.050832,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.4359353,1.762613,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2329665,2.293299,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.275184,1.940625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.02061636,1.445529,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.09809726,1.161847,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06895282,0.9601923,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.2922194,0.5959258,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-0.1914985,0.1647103,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3606634,-0.1761189,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.389289,-0.1885167,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.2723144,0.01423407,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.01434203,0.1219079,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.2590801,-0.09211646,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.04096175,-0.3726413,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-0.2344491,-0.4719532,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
-0.01503318,-0.3399056,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.001307582,-0.3413186,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.1975133,-0.3994038,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.2863634,-0.4113194,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.1951526,-0.3637424,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.07716317,-0.4011729,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.1173239,-0.3573052,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.01975451,-0.4087284,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1449611,-0.6564857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06492235,-0.7843685,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1893362,-0.920377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0227232,-1.047601,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
-0.07951225,-1.01214,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.06095952,-0.97592,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.1134691,-0.921987,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.08935895,-0.9482014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
-0.01409581,-1.089057,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1281869,-1.1746,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.008797565,-1.223059,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.02684224,-1.302107,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.02784825,-1.380146,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.09508822,-1.374375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.02682243,-1.275921,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.02983568,-1.154741,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.05090873,-1.1318,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1397459,-1.137092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.006637007,-1.068132,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.09644884,-0.9619871,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.09154083,-0.7659217,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.1427274,-0.89561,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2062325,-1.07284,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.0337551,-1.051698,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.1327394,-0.8656205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1738744,-0.6220874,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.009865322,-0.3708217,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.09609081,-0.3857359,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.2703233,-0.2417908,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.07094236,-0.1333431,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.04414055,0.1115371,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.1569742,0.1494078,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.182953,-0.2643759,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.02353736,-0.759804,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-0.3589561,-1.040377,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.04092093,-1.122018,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-0.04848891,-1.190365,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0459906,-1.209047,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.05621014,-1.109442,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.03887129,-0.9003973,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.0824682,-0.6123412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1254284,-0.3952,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0002550625,-0.5798393,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2432028,-0.7895508,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.1905245,-0.9803114,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1122337,-1.06546,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.0002341284,-0.9444122,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.1390401,-0.9028631,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.06549297,-0.9090231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.04165042,-1.083358,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.1279658,-1.226557,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-0.09134282,-1.252986,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.03209329,-1.109244,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.136684,-1.042235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.05825658,-1.033308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1723525,-0.9697694,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.02759823,-0.920693,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.07692979,-0.8634687,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.02347673,-0.8892274,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1286802,-0.8240377,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.08318755,-0.7905155,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.03170738,-0.7553602,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.07865576,-0.8094754,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.06038465,-0.8348235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.1853426,-0.8673503,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.09370886,-0.8716932,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.05442008,-1.009096,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.09911677,-1.156872,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.1044009,-1.156853,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.03199637,-1.077123,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.03991545,-1.022845,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.05842889,-1.126375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1339641,-1.192773,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.1689129,-1.190254,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.07850643,-1.143358,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.02744445,-1.147828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.06080327,-1.169018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.07024067,-1.176211,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1418035,-1.172013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.02317183,-1.099119,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.161368,-0.9618444,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.1184103,-0.805818,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.08673121,-0.765567,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.2071391,-0.7010558,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.08883089,-0.5441157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.1115894,-0.7061444,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1075569,-0.9531625,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
-0.1385693,-0.9741439,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.057342,-0.86864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.05586024,-0.7912908,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2334943,-0.7542528,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.06783968,-0.7998153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.01646891,-0.8687368,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.1561989,-0.8161958,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.1370353,-0.7653063,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.07632554,-0.6852767,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.009052152,-0.6600029,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.03999491,-0.5497356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.09779349,-0.6086493,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.1314042,-0.7750771,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.1015007,-0.9463734,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
-0.1268878,-0.9539784,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.07859508,-0.9183549,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.009195646,-0.6954316,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.1291768,-0.4540826,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.1079328,-0.1319637,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.06592817,0.05340426,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2483988,0.1318372,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.1762557,0.08939508,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.1961673,-0.1711676,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.1431561,-0.2803975,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.384228,-0.2211067,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.2538865,-0.1810225,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1207044,-0.5185994,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
-0.1842062,-0.8137062,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.1996915,-0.8463017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.01126416,-0.6790076,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1051069,-0.5267609,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.171096,-0.3611532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2025179,-0.3337655,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1369253,-0.3534025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.004506463,-0.3011559,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.1066603,-0.06171295,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.1332205,-0.05785523,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
-0.04523491,-0.07497071,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.04007424,-0.2403723,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1551974,-0.3327918,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-0.06921536,-0.2074086,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.1812875,-0.1213092,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.2195812,-0.3702981,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.01856354,-0.624454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.1874553,-0.788138,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.04322664,-0.7571033,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-0.06145625,-0.6764207,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.02718783,-0.5003981,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.04640271,-0.09981003,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.08387993,0.1152371,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0560706,-0.02070649,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.3202908,-0.3716725,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.1034401,-0.5606544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.08868253,-0.5199037,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1433025,-0.4597338,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.03894836,-0.4305137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.03025267,-0.4954859,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.1493169,-0.530934,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.01493875,-0.6664561,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1564339,-0.7368998,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.09519697,-0.6953049,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.06188291,-0.6596023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1487555,-0.5105395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1416001,-0.3979568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.0477991,-0.09499444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.2577636,0.07597275,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.07476468,0.3306024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.2869379,0.5812048,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3028406,0.8572819,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.01265552,0.8233557,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.1786104,0.3965969,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
-0.4143568,0.3424437,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
-0.07985744,0.2881858,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2508634,0.3446299,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.1551445,0.3344739,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.1575146,-0.0383321,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.06098619,-0.6154448,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.3908596,-0.8643555,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.1267726,-0.8042812,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.05095322,-0.8018124,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.09694602,-0.6961831,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
-0.04712583,-0.5405861,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.01174393,-0.3749791,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.1461685,-0.4690867,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.2568357,-0.6691757,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.2294893,-0.7494888,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.09256994,-0.775098,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.05099868,-0.709083,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.04224175,-0.7208036,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.1612697,-0.7226828,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.02036977,-0.8622155,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.03456484,-1.097572,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
-0.1547117,-1.260707,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.1329614,-1.266246,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.03458151,-1.084606,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.03676793,-0.7048455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1400162,0.03239658,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.08189346,0.290619,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.1452132,0.3461175,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.1547411,-0.1042659,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.01463778,-0.4974344,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.3809116,-0.5662661,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-0.02604781,-0.4925112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.1630869,-0.5136705,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.03560371,-0.6674873,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
-0.02847411,-0.7835778,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-0.1878127,-0.6114937,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.03413994,-0.4649847,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
