xa250,xb250,y,Mar,Sep,Oct,Nov,May,Jun,Apr,Feb,Jan,Jul,Aug,Dec,Fri,Thu,Sun,Sat,Tue,Wed,Mon
0.4022878,-0.5377959,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3041903,-0.5667995,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2734833,-0.5883169,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2555648,-0.6031401,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.2783936,-0.6114544,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3276096,-0.6168095,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.340015,-0.6163741,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3368545,-0.621499,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.3638793,-0.6275714,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3776312,-0.6308685,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.378082,-0.6260592,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4408701,-0.6168081,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.4286582,-0.6115799,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.439878,-0.6029699,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.416434,-0.6090678,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.3715596,-0.6055283,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3215313,-0.6034318,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.335359,-0.6019745,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.3128299,-0.6107344,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2759428,-0.6160665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2194629,-0.6062922,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.2295232,-0.5969854,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2427571,-0.5990731,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.2787619,-0.6062024,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2504365,-0.6155074,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2004776,-0.6124384,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.2514035,-0.601361,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2654118,-0.5940759,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.2545391,-0.5917396,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.2875708,-0.5907768,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.312689,-0.5687379,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2663342,-0.568269,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2732318,-0.5692173,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2187057,-0.5680735,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.1864264,-0.5671068,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2260952,-0.5539611,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.1533386,-0.5483461,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1320872,-0.5224724,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2139894,-0.5107902,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2166833,-0.4987989,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.2566613,-0.4817811,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2879464,-0.4720081,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3191331,-0.4560592,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3600013,-0.4547472,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.46475,-0.4472062,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.4812959,-0.4293308,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.5151283,-0.4219401,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.4745403,-0.4274592,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.4013691,-0.4387677,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3854199,-0.4222809,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3555158,-0.4024934,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3947698,-0.3984733,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2710139,-0.4021702,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.3370922,-0.3927888,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2813325,-0.3865311,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.2143435,-0.3866321,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3393345,-0.3837844,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.4072455,-0.3802063,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3946804,-0.3756557,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.3290918,-0.3703235,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.2255391,-0.3830461,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.2204105,-0.3868153,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4418369,-0.4005612,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.493928,-0.4127622,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.5695449,-0.4170266,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.6644964,-0.4305439,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.5672286,-0.4448331,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.5196455,-0.4567534,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.5072843,-0.4624583,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5968016,-0.4584008,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.7279788,-0.4759447,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.7178363,-0.487061,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.5205389,-0.5141687,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.422991,-0.5099191,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3800256,-0.4993411,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3430263,-0.5001053,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3399321,-0.4846946,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.369366,-0.4755583,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3864384,-0.468655,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.3815195,-0.4542848,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.362812,-0.4547395,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2934197,-0.4378094,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.3532074,-0.4258664,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.3812833,-0.4151219,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3727552,-0.4096937,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.3896175,-0.4058049,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.3962812,-0.4089759,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3833306,-0.4119148,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3754891,-0.4063165,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.3499222,-0.3913062,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.3736122,-0.3795659,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3997785,-0.3670985,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3442007,-0.3429162,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2698555,-0.325201,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.2460644,-0.3171137,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2945248,-0.3167032,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.2616704,-0.3116726,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2724506,-0.305273,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2781105,-0.3065814,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.2781386,-0.3024555,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2703634,-0.2956519,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3532005,-0.2945649,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3901168,-0.3058989,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.442239,-0.3317763,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.4730924,-0.3555772,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4135593,-0.3715273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.4174415,-0.386581,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4228051,-0.381152,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3852125,-0.3550994,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.4064165,-0.331508,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
