xa250,xb250,y,Mar,Sep,Oct,Nov,May,Jun,Apr,Feb,Jan,Jul,Aug,Dec,Fri,Thu,Sun,Sat,Tue,Wed,Mon
0.3952587,-0.3137529,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.3394695,-0.3008174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3640931,-0.3055203,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.3434998,-0.3169551,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.2811342,-0.3406733,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2838733,-0.3581162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3203731,-0.3800965,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3114863,-0.3895455,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3731734,-0.4148923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.369768,-0.4385739,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3910803,-0.450888,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.3701009,-0.4782401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3653066,-0.5017738,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3796814,-0.5163327,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3878916,-0.5319575,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.4235137,-0.5348854,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.4108558,-0.5403277,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3954282,-0.533649,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.3696313,-0.5304937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3794731,-0.5290557,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3659315,-0.5426527,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3690724,-0.5576784,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.314673,-0.5757261,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3103892,-0.587182,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3510133,-0.5999988,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3312773,-0.6068059,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.281145,-0.6058013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.2776953,-0.5969123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2887015,-0.5950399,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3249652,-0.5840392,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3258081,-0.570543,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2943405,-0.5636138,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.3610239,-0.5552447,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.3752685,-0.5426187,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3549139,-0.5361521,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.352883,-0.5275861,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3884498,-0.5184837,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3933329,-0.5006687,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.36343,-0.4930485,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3295552,-0.4740473,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3092144,-0.4584663,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3825294,-0.4402778,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3502318,-0.4267513,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.3221073,-0.4199383,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.3262209,-0.3911902,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3274169,-0.3681494,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3172421,-0.349085,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.3110683,-0.3600644,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3160395,-0.3759807,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3207813,-0.3832842,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3285526,-0.3948102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2794598,-0.4285353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.2899447,-0.458054,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3329637,-0.4795839,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2997613,-0.4862187,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.2777806,-0.4880842,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3030171,-0.4936928,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.365691,-0.5126559,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.3955439,-0.5296326,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3932159,-0.5369289,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.3863108,-0.540439,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.4135261,-0.5612657,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3620629,-0.5903436,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.342997,-0.6136955,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3392435,-0.6286881,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3669816,-0.6507543,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3177763,-0.6833505,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.2776447,-0.7279995,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3122602,-0.7548844,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2925612,-0.7733031,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3674771,-0.7953315,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3488253,-0.8161168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.4023563,-0.8366942,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.4061473,-0.8430437,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.4295384,-0.8455314,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4203374,-0.8569294,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4670033,-0.8678488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4619249,-0.8783321,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.397371,-0.890831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4116537,-0.8857568,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.3449213,-0.90106,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.350854,-0.9049734,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.3366944,-0.906655,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.318155,-0.9080074,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.3252712,-0.9024187,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2832287,-0.903792,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2775646,-0.8982365,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.2410098,-0.8970536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2643451,-0.8904555,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2727589,-0.8811821,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2597598,-0.8774765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.2696793,-0.8723237,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.22431,-0.8554691,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.1905822,-0.8426201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.2434015,-0.8313226,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.2445766,-0.8319645,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.2877389,-0.8284667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.3655868,-0.8241432,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3431435,-0.8158258,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3520984,-0.8170389,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3366336,-0.8291532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3078139,-0.8478475,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.3476971,-0.8583715,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.3453317,-0.8649387,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.3340311,-0.871674,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.3842741,-0.8804214,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.350958,-0.8869546,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.3332211,-0.8892858,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.3673287,-0.8860794,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.2919808,-0.895257,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.2996594,-0.9057472,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.346887,-0.9190014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.4143559,-0.9294436,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.4600849,-0.9362343,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.4626986,-0.9385844,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.4604064,-0.9520914,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.4463177,-0.957566,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.4090563,-0.9748755,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.3819464,-0.9799473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.4362411,-0.9916072,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.4626145,-1.000051,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.416365,-1.004105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2764638,-1.012039,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2130463,-1.00764,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2070076,-1.005877,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.2117628,-0.9999416,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2677349,-0.9975995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2618567,-0.9958146,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.3142398,-0.9915978,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.3208292,-0.9930637,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.3578007,-1.004587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3664037,-1.012855,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.4517668,-1.015937,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.5048611,-1.011506,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.455373,-1.0114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4556473,-1.02447,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.4079461,-1.023196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4163162,-1.017894,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.3649919,-1.015389,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.3535305,-1.013525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3141798,-1.01032,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3138006,-1.005283,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3154243,-0.9983155,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.3092507,-0.9914547,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.328139,-0.9862174,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3046739,-0.9776661,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2941703,-0.9683379,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3059224,-0.9572209,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.3004062,-0.9476322,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.2993062,-0.9410674,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3135696,-0.9387384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.306295,-0.9296343,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.2807869,-0.9173674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3106061,-0.9101526,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.3109011,-0.9148489,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.2749983,-0.9122497,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.2581528,-0.8941217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2595423,-0.882297,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.2264217,-0.8768369,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.240733,-0.8801953,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.2194357,-0.8798288,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.1956766,-0.8654303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.2380011,-0.8539729,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.1655888,-0.8489154,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.1374554,-0.8313677,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.136316,-0.8144298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.1586533,-0.8038537,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.1750136,-0.7928045,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.2058173,-0.7895564,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.2538701,-0.7819324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3154939,-0.773759,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.4197882,-0.7533017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3386998,-0.7475908,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.4558654,-0.738015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.4927921,-0.7267481,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.4955086,-0.7243047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.4920366,-0.7237645,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.515605,-0.7401419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5300617,-0.7402963,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.4793656,-0.7423811,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.4138025,-0.7407231,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.4012201,-0.750992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4331941,-0.7582888,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.4003026,-0.7491227,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.4223215,-0.7326902,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.462334,-0.7202558,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.4448483,-0.7189426,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.394574,-0.712451,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.3609722,-0.7093957,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3574577,-0.7000626,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.4031038,-0.6888571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.3454862,-0.6858212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3587681,-0.6838777,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3607794,-0.6866516,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3438087,-0.6870783,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3261992,-0.6861693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3483243,-0.686002,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.3545483,-0.7035808,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3809914,-0.7082987,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3690864,-0.7094542,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.3515966,-0.70572,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.356688,-0.7099508,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.3669269,-0.6991495,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.3294793,-0.6809538,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3261066,-0.6615005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.3312411,-0.6571968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3178308,-0.6665404,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.2991736,-0.6752839,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.2707085,-0.6736159,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2804926,-0.6707612,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.2636277,-0.6659444,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.2408595,-0.6705971,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.2473537,-0.6640542,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.2542457,-0.6670826,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.2128842,-0.6582005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2392429,-0.6515202,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.2467263,-0.6543885,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.2946333,-0.6395613,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.298347,-0.6295334,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.3075918,-0.6093895,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3885141,-0.5909435,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.4104953,-0.5768032,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.4202503,-0.5591364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.4286103,-0.5500616,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.483513,-0.5549668,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.4648365,-0.5755685,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.4583676,-0.5823248,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.410896,-0.5937977,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0.4413666,-0.5953604,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3970114,-0.6120296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3687681,-0.6437049,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.3570895,-0.6678214,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3490941,-0.6802212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3339666,-0.6778427,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.3141999,-0.6830926,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3272685,-0.6875399,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3199169,-0.6848371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3552483,-0.6845159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.3605622,-0.6863231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.377942,-0.6986431,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3369772,-0.7196766,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3272555,-0.7281184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.3228119,-0.7190142,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.3328595,-0.7220645,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.3396956,-0.7277686,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3120693,-0.7426634,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.346388,-0.7483191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.3262928,-0.7577798,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.3083592,-0.7568646,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3206576,-0.747202,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3002224,-0.7438184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3128459,-0.7276103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.3085154,-0.7103665,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.3049458,-0.7033659,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3257062,-0.7094132,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.3518636,-0.7156378,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3317345,-0.7151293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.3273959,-0.710922,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3184614,-0.7043281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3010078,-0.7039948,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3181738,-0.6935766,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.3289045,-0.6816615,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3278692,-0.6741838,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
