xa10,xb10,y,Jan,Dec,Mar,Feb,Apr,May,Sep,Jun,Aug,Jul,Nov,Oct,Tue,Mon,Thu,Sun,Fri,Sat,Wed
1,2.429742e+009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2.546385e+009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,2.668203e+009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,2.833608e+009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,3.041605e+009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3.385455e+009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,3.488087e+009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3.618176e+009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,3.668104e+009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,3.681312e+009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,3.682537e+009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,3.643378e+009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3.72766e+009,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,3.578428e+009,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,3.561566e+009,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3.498196e+009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,3.49629e+009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,3.474739e+009,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,3.456056e+009,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,3.855067e+009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,4.188572e+009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,4.685738e+009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4.771498e+009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,4.944735e+009,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4.907994e+009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,4.6912e+009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,4.372959e+009,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4.140929e+009,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,4.19945e+009,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,3.81701e+009,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,3.392627e+009,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.826701e+009,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.470571e+009,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
