xa250,xb250,y,Jun,Dec,Apr,Jul,Nov,Jan,Sep,Mar,Aug,Oct,May,Feb,Thu,Mon,Sat,Wed,Sun,Fri,Tue
0,3.286435e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3.301259e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3.320298e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.34656e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3.38963e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3.426515e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3.447545e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,3.471924e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.495314e+010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3.506521e+010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,3.526102e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.544784e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,3.576482e+010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,3.610847e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,3.646003e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,3.697081e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.730795e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3.777506e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3.80774e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,3.831491e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,3.867076e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.865224e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,3.879803e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3.894729e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3.925178e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3.941515e+010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,3.953276e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3.983708e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3.986924e+010,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3.984657e+010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,3.987933e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3.986124e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,4.000248e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,4.027723e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4.061868e+010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4.076793e+010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,4.096525e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4.106536e+010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4.114873e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4.143027e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,4.157124e+010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,4.189179e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4.243188e+010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4.289802e+010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4.279296e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4.264429e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,4.26285e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4.293337e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4.285972e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,4.279816e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,4.266497e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,4.271997e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,4.272945e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,4.268329e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4.248627e+010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4.253181e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,4.26304e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4.264855e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,4.270319e+010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4.285702e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4.298382e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4.311568e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4.328925e+010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,4.323891e+010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4.306724e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,4.30912e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,4.319469e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4.337449e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,4.348438e+010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,4.368303e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,4.364893e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,4.39574e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,4.404246e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,4.411434e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,4.421944e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,4.433293e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4.469468e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,4.496877e+010,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4.511802e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,4.541674e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,4.579011e+010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,4.62137e+010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4.65633e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,4.658953e+010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,4.675085e+010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,4.671135e+010,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.001507,4.692084e+010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9991195,4.642143e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.003474,4.61007e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0.9981849,4.589574e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9970565,4.57765e+010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9960032,4.587456e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9982268,4.548496e+010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9988164,4.533654e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.9978481,4.535286e+010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9889781,4.542488e+010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.9844812,4.53803e+010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.9859403,4.511686e+010,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9746434,4.519073e+010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9843532,4.516563e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.9763822,4.538633e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.9740644,4.537282e+010,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.9695483,4.520228e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.9689352,4.492177e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0.9680324,4.469471e+010,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.9755413,4.457841e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.9703903,4.45369e+010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9689256,4.42703e+010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9735986,4.429229e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.9775744,4.4397e+010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.9890286,4.45807e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.9944926,4.474662e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.00144,4.475186e+010,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.9941469,4.503049e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.9878566,4.525159e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9886632,4.546734e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9918339,4.559599e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9961779,4.582476e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.9943744,4.599823e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9978027,4.633771e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.9893436,4.671741e+010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.990276,4.693444e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9864529,4.719601e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9949912,4.726439e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.004687,4.758736e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9985004,4.795931e+010,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1.002966,4.838552e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.9933407,4.86402e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.9879779,4.902657e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.9881084,4.958238e+010,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9905972,5.019472e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9963452,5.055371e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9966882,5.082309e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.9952309,5.11394e+010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.9936622,5.152214e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,5.221985e+010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9953659,5.253857e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.999112,5.307784e+010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.008728,5.344215e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.00092,5.36775e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.009026,5.338713e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.9940526,5.262783e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.997664,5.221936e+010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9931259,5.211566e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.9889886,5.211672e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.9735024,5.198495e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9741721,5.167503e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.970462,5.131647e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.968079,5.107172e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.9756508,5.067543e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.9699245,5.011993e+010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.9744972,4.965986e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.9779701,4.947505e+010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.9802354,4.940435e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0.9821015,4.940984e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9930086,4.924599e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.9886878,4.899262e+010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.9968591,4.89518e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.9922575,4.862935e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0.990471,4.83379e+010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9804445,4.780164e+010,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.9815856,4.792554e+010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.9792344,4.799158e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.980426,4.809615e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9706682,4.832108e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.9682035,4.83359e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9544623,4.817534e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.9533768,4.794903e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.9626842,4.780448e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9666941,4.779838e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9813473,4.771909e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.9820719,4.764342e+010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.9827125,4.761885e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0.9877992,4.772014e+010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.00028,4.769869e+010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.008163,4.772454e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.026037,4.7869e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.024428,4.791806e+010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.021646,4.794961e+010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.012796,4.804651e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9992002,4.798299e+010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.002729,4.797634e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9992494,4.80247e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.9998596,4.820055e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.9965448,4.821924e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.00591,4.822568e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.004954,4.815208e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1.008883,4.808e+010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.0063,4.821196e+010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.004539,4.836965e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1.016009,4.862583e+010,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1.014921,4.892454e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.00784,4.906428e+010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01371,4.926579e+010,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1.010027,4.945702e+010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9911177,4.953648e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.004418,4.962949e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.006488,4.959526e+010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.000881,4.976639e+010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.9941308,4.966424e+010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9890166,4.949617e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.986454,4.937825e+010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.9977548,4.921172e+010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9789453,4.92942e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9841736,4.933396e+010,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.004727,4.936859e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9824902,4.932236e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.001067,4.940758e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.00968,4.961654e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.021128,4.962054e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.018099,4.952113e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.01372,4.964682e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.009755,4.976175e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.022754,5.00515e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.024059,4.987757e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.004391,4.971161e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.020724,4.971522e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9969796,4.971482e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.9998174,4.964463e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9977172,4.953632e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.000778,4.98201e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
