xa120,xb120,y,Nov,Jul,Oct,Feb,Dec,Jun,Aug,Jan,Apr,May,Sep,Mar,Thu,Fri,Sat,Sun,Wed,Mon,Tue
1,2.444229e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,2.429115e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.413312e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2.391035e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2.388361e+010,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.381563e+010,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,2.369509e+010,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.341429e+010,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2.339221e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2.339855e+010,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.331544e+010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,2.330788e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,2.331929e+010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2.334887e+010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,2.340341e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2.350112e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.338461e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2.311368e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,2.305195e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,2.307434e+010,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2.316583e+010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2.320044e+010,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.332332e+010,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,2.322402e+010,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,2.343614e+010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2.340585e+010,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.339398e+010,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,2.340404e+010,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2.340367e+010,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,2.367358e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2.384801e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2.393375e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2.411806e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.439684e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,2.473406e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2.499075e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,2.495457e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.503152e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2.491097e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2.502299e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,2.452746e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,2.41467e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,2.390354e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.371489e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.377703e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2.339581e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,2.320011e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,2.313776e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,2.318009e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2.306692e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,2.278524e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,2.280006e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.282894e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,2.304418e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2.29454e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.273132e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,2.239559e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2.211992e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,2.194175e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2.186599e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2.158047e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2.157445e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,2.164793e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2.175081e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2.186248e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2.180605e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2.191719e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2.2048e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2.213703e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,2.215472e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2.227236e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,2.238541e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.259572e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.287259e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,2.301327e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,2.312428e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2.313331e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,2.336614e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.367212e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,2.409713e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,2.42501e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,2.449549e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,2.482599e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,2.53058e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2.542267e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,2.55259e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,2.568481e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.594149e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,2.652282e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1,2.67101e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.711468e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,2.741824e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.765174e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,2.718771e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.649251e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.612672e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2.605971e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,2.611699e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.605313e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1,2.583305e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,2.556483e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2.547651e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.520519e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2.479219e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2.444259e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,2.43598e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,2.43771e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2.448231e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2.44292e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2.423571e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.426273e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2.401511e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.38027e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,2.337974e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,2.357352e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,2.371613e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2.385858e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,2.414013e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,2.422237e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2.413422e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2.399417e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,2.391942e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2.397894e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2.39913e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.401021e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.408619e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.43596e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.459658e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,2.47292e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.498345e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2.514164e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,2.526213e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.546235e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,2.552162e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.557624e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,2.576523e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.601829e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,2.611269e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2.618567e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2.617222e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,2.618922e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.639483e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,2.661904e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.695209e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2.730907e+010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.754216e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,2.784503e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,2.811012e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.831995e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,2.846481e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2.852037e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,2.875443e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,2.87251e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,2.867697e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2.864256e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2.859324e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2.880379e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2.893096e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,2.904409e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2.908768e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,2.924654e+010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2.953217e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,2.964645e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,2.961671e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,2.982266e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,3.009281e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,3.051699e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3.047725e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,3.049412e+010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3.066584e+010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,3.088703e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,3.089094e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,3.085919e+010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,3.119967e+010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3.115154e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3.114941e+010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3.113655e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,3.106748e+010,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3.099352e+010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3.07555e+010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,3.07359e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1,3.070432e+010,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,3.085754e+010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
